"male_normal_vs_deep"	"male_normal_vs_shallow"	"male_shallow_vs_deep"	"female_normal_vs_deep"	"female_normal_vs_shallow"	"female_shallow_vs_deep"
"ENSG00000274662.1_RN7SKP236"	NA	NA	NA	NA	NA	NA
"ENSG00000274663.1_RNA5SP526"	NA	NA	NA	NA	NA	NA
"ENSG00000274664.1_AP005019.1"	NA	NA	NA	NA	NA	NA
"ENSG00000274666.1_AL133370.2"	0	-1.24898547122651	NA	NA	0	NA
"ENSG00000274667.1_AC090517.2"	0	0.314700121303089	NA	0	0.44550971133215	0
"ENSG00000274670.1_AC137590.2"	NA	NA	NA	NA	NA	NA
"ENSG00000274677.1_AC040169.3"	0	0	NA	0	0.815225251789691	0
"ENSG00000274678.1_AC106886.3"	0	0	NA	NA	-0.612333039876721	NA
"ENSG00000274680.1_MYO5BP1"	NA	NA	NA	NA	NA	NA
"ENSG00000274682.1_AC015540.1"	NA	NA	NA	NA	NA	NA
"ENSG00000274685.1_AL360181.4"	NA	NA	NA	NA	NA	NA
"ENSG00000274686.1_Metazoa_SRP"	NA	NA	NA	NA	NA	NA
"ENSG00000274688.1_AL591926.1"	NA	NA	NA	NA	NA	NA
"ENSG00000274691.1_AL157834.3"	NA	NA	NA	NA	NA	NA
"ENSG00000274693.1_AL390065.1"	NA	NA	NA	NA	NA	NA
"ENSG00000274695.1_AC108704.1"	0	0	NA	0	-0.501589328767949	NA
"ENSG00000274697.1_MIR6761"	NA	0	NA	NA	NA	NA
"ENSG00000274698.1_AC099521.1"	0	0	NA	NA	-1.11568693843212	NA
"ENSG00000274701.1_Metazoa_SRP"	NA	0	NA	NA	0	NA
"ENSG00000274702.1_AL357559.1"	NA	NA	NA	NA	NA	NA
"ENSG00000274704.1_Metazoa_SRP"	NA	NA	NA	NA	NA	NA
"ENSG00000274705.2_MIR486-1"	NA	NA	NA	NA	NA	NA
"ENSG00000274709.1_AC004774.2"	NA	NA	NA	NA	NA	NA
"ENSG00000274711.1_Metazoa_SRP"	NA	NA	NA	NA	NA	NA
"ENSG00000274712.2_AC005332.4"	0	0.357641779871844	0	0	0.564660870451951	0
"ENSG00000274713.1_MIR7974"	NA	NA	NA	NA	NA	NA
"ENSG00000274716.1_U4"	NA	NA	NA	NA	NA	NA
"ENSG00000274717.1_AL049757.1"	0	0	NA	NA	0	NA
"ENSG00000274718.1_AL136964.1"	0	0	NA	NA	-1.03522559007898	NA
"ENSG00000274719.1_AC012653.2"	0	2.31915880572506	NA	NA	0	NA
"ENSG00000274721.1_AC091825.1"	0	0	NA	NA	0	NA
"ENSG00000274723.1_AC079906.1"	NA	-0.699684252939461	NA	NA	0	NA
"ENSG00000274727.1_AL137028.1"	NA	NA	NA	NA	NA	NA
"ENSG00000274730.1_AC141273.2"	NA	NA	NA	NA	NA	NA
"ENSG00000274732.1_AC069504.1"	NA	NA	NA	NA	NA	NA
"ENSG00000274736.5_CCL23"	0	0	0	0	1.15381944694832	0
"ENSG00000274737.1_AC004466.2"	NA	NA	NA	NA	0	NA
"ENSG00000274740.1_AC013791.1"	NA	NA	NA	NA	NA	NA
"ENSG00000274742.1_Metazoa_SRP"	NA	NA	NA	NA	NA	NA
"ENSG00000274747.1_RN7SL627P"	NA	NA	NA	NA	NA	NA
"ENSG00000274748.1_AC233702.9"	NA	NA	NA	NA	NA	NA
"ENSG00000274749.1_KRTAP7-1"	NA	NA	NA	NA	NA	NA
"ENSG00000274750.2_H3C6"	0	0	0	0	0	0
"ENSG00000274751.1_AC120498.9"	0	0	NA	0	0	0
"ENSG00000274752.1_TRBV12-3"	0	0	NA	0	0	0
"ENSG00000274755.1_U2"	NA	NA	NA	NA	NA	NA
"ENSG00000274756.1_AC243732.1"	0	0	0	0	0	0
"ENSG00000274758.1_AC006435.3"	NA	NA	NA	NA	NA	NA
"ENSG00000274759.1_RNA5SP527"	NA	0	NA	NA	NA	NA
"ENSG00000274760.1_AL049766.1"	NA	NA	NA	NA	NA	NA
"ENSG00000274764.6_PRAMEF27"	NA	NA	NA	NA	NA	NA
"ENSG00000274765.1_AC018926.1"	0	0	NA	0	0.65181867397314	NA
"ENSG00000274766.2_BX072579.2"	NA	NA	NA	NA	NA	NA
"ENSG00000274767.1_AC243829.1"	0	0	NA	0	0	0
"ENSG00000274769.1_AC016747.4"	NA	0	NA	NA	0	NA
"ENSG00000274770.1_MIR6128"	NA	NA	NA	NA	NA	NA
"ENSG00000274772.1_Metazoa_SRP"	NA	NA	NA	NA	NA	NA
"ENSG00000274775.2_Z82195.2"	0	0	NA	NA	0	NA
"ENSG00000274776.1_AC090241.3"	0	0	NA	0	0.884495631814401	NA
"ENSG00000274777.1_AC004792.1"	NA	NA	NA	NA	NA	NA
"ENSG00000274790.1_Y_RNA"	NA	NA	NA	NA	NA	NA
"ENSG00000274791.1_F8A2"	NA	NA	NA	NA	NA	NA
"ENSG00000274797.1_AC008121.3"	NA	NA	NA	NA	NA	NA
"ENSG00000274798.1_AC025166.1"	0	0.79640891968637	NA	NA	0	NA
"ENSG00000274799.1_Metazoa_SRP"	NA	0	NA	NA	NA	NA
"ENSG00000274800.1_AC007204.2"	NA	NA	NA	NA	NA	NA
"ENSG00000274805.1_MIR6768"	NA	NA	NA	NA	NA	NA
"ENSG00000274808.5_TBC1D3B"	0	0	NA	NA	0	NA
"ENSG00000274809.1_MIR6078"	NA	NA	NA	NA	NA	NA
"ENSG00000274810.4_NPHP3-ACAD11"	NA	NA	NA	NA	NA	NA
"ENSG00000274813.1_AC126915.2"	NA	NA	NA	NA	NA	NA
"ENSG00000274814.1_AC138749.7"	NA	NA	NA	NA	NA	NA
"ENSG00000274816.1_MIR6772"	NA	0.902777757350336	NA	NA	0	NA
"ENSG00000274817.1_AC012531.4"	NA	NA	NA	NA	NA	NA
"ENSG00000274818.1_AC004825.2"	0	0	NA	0	0	0
"ENSG00000274819.1_AC018659.3"	NA	NA	NA	NA	NA	NA
"ENSG00000274820.1_AL353770.1"	NA	NA	NA	NA	NA	NA
"ENSG00000274822.1_MIR6762"	NA	NA	NA	NA	NA	NA
"ENSG00000274823.1_APONP"	NA	NA	NA	NA	NA	NA
"ENSG00000274824.1_MIR7152"	NA	NA	NA	NA	NA	NA
"ENSG00000274825.1_AL023803.2"	0	0	0	0	0	0
"ENSG00000274827.4_LINC01297"	NA	0	NA	NA	NA	NA
"ENSG00000274828.1_AC068473.5"	0	0	0	-1.12766892285929	0	0
"ENSG00000274832.1_AC233724.8"	NA	NA	NA	NA	NA	NA
"ENSG00000274833.1_AC110285.5"	NA	0	NA	NA	0	NA
"ENSG00000274834.1_AC010333.3"	NA	NA	NA	NA	NA	NA
"ENSG00000274835.1_AC100757.2"	NA	0	NA	NA	0	NA
"ENSG00000274836.1_AC020558.4"	NA	NA	NA	NA	NA	NA
"ENSG00000274837.1_AC009233.1"	NA	NA	NA	NA	NA	NA
"ENSG00000274838.1_MIR6788"	NA	NA	NA	NA	NA	NA
"ENSG00000274840.4_AC132807.2"	0	0	NA	0	0	0
"ENSG00000274841.1_Metazoa_SRP"	NA	0	NA	NA	0	NA
"ENSG00000274844.1_AL512427.1"	NA	NA	NA	NA	NA	NA
"ENSG00000274845.1_AC114778.1"	NA	NA	NA	NA	NA	NA
"ENSG00000274848.1_Metazoa_SRP"	NA	NA	NA	NA	NA	NA
"ENSG00000274849.1_AC023043.4"	0	0.55964008125248	0	0	0.410936857484679	0
"ENSG00000274852.1_RN7SL422P"	NA	NA	NA	NA	NA	NA
"ENSG00000274855.1_AL133351.3"	NA	NA	NA	NA	NA	NA
"ENSG00000274859.1_AC131238.1"	NA	NA	NA	NA	NA	NA
"ENSG00000274860.1_Metazoa_SRP"	NA	NA	NA	NA	NA	NA
"ENSG00000274862.1_U2"	NA	NA	NA	NA	NA	NA
"ENSG00000274863.1_AL135936.1"	NA	0	NA	NA	NA	NA
"ENSG00000274864.1_AC004079.2"	NA	NA	NA	NA	NA	NA
"ENSG00000274866.1_AC051649.2"	NA	NA	NA	NA	NA	NA
"ENSG00000274867.1_AL589994.2"	NA	NA	NA	NA	NA	NA
"ENSG00000274868.1_FP236383.1"	NA	NA	NA	NA	NA	NA
"ENSG00000274874.2_AC068790.8"	NA	NA	NA	NA	NA	NA
"ENSG00000274878.1_AL137060.4"	NA	NA	NA	NA	NA	NA
"ENSG00000274879.1_AC009804.1"	NA	NA	NA	NA	NA	NA
"ENSG00000274883.1_Metazoa_SRP"	NA	NA	NA	NA	NA	NA
"ENSG00000274884.1_AL117190.3"	NA	NA	NA	NA	NA	NA
"ENSG00000274886.1_SEPTIN14P17"	NA	NA	NA	NA	NA	NA
"ENSG00000274892.1_AC011487.3"	NA	NA	NA	NA	NA	NA
"ENSG00000274893.1_AL136317.2"	NA	NA	NA	NA	NA	NA
"ENSG00000274895.1_AC011700.1"	0	0	0	0	0	0
"ENSG00000274898.1_AC001226.1"	0	-1.0764450361123	NA	NA	0	NA
"ENSG00000274899.1_AC006386.1"	NA	NA	NA	NA	NA	NA
"ENSG00000274901.2_Z69908.1"	NA	NA	NA	NA	NA	NA
"ENSG00000274902.1_AC004241.2"	0	0	NA	0	0	0
"ENSG00000274903.1_AL109933.3"	NA	NA	NA	NA	NA	NA
"ENSG00000274904.1_AC093512.1"	NA	NA	NA	NA	NA	NA
"ENSG00000274915.1_AL096828.4"	NA	NA	NA	NA	NA	NA
"ENSG00000274918.1_AC116447.1"	0	0	NA	NA	0.44316151397159	NA
"ENSG00000274919.1_AL390240.1"	NA	NA	NA	NA	NA	NA
"ENSG00000274922.1_AL139384.1"	0	-0.905158131473309	0	0	-1.0057928842513	0
"ENSG00000274923.1_AC005296.1"	NA	NA	NA	NA	NA	NA
"ENSG00000274925.1_ZKSCAN2-DT"	0	0	0	0	-0.398172828526377	0
"ENSG00000274927.1_AC239859.4"	NA	NA	NA	NA	NA	NA
"ENSG00000274928.6_KRT89P"	0	1.9389035424249	NA	0	1.37832955764532	0
"ENSG00000274929.1_AL157813.1"	0	-0.39456808704269	NA	0	-0.478496023171542	0
"ENSG00000274930.1_AC105227.2"	NA	NA	NA	NA	NA	NA
"ENSG00000274932.1_MIR7150"	NA	NA	NA	NA	NA	NA
"ENSG00000274933.5_TBC1D3I"	NA	NA	NA	NA	NA	NA
"ENSG00000274934.1_AC009014.1"	NA	NA	NA	NA	NA	NA
"ENSG00000274937.1_AC090826.2"	NA	0	NA	NA	NA	NA
"ENSG00000274940.1_MIR8083"	NA	NA	NA	NA	NA	NA
"ENSG00000274943.1_AC079684.1"	0	0	0	0	0	0
"ENSG00000274944.4_AL139260.3"	0	0	NA	NA	0	NA
"ENSG00000274949.1_AL109804.1"	0	0	NA	NA	-0.66738220098137	NA
"ENSG00000274954.1_AC090971.5"	NA	NA	NA	NA	NA	NA
"ENSG00000274962.1_TEX28P1"	NA	NA	NA	NA	NA	NA
"ENSG00000274963.1_RN7SL600P"	0	0	NA	NA	0	NA
"ENSG00000274964.1_AC026356.1"	0	0	0	0	0.471034328245268	0
"ENSG00000274966.1_AC019322.3"	NA	NA	NA	NA	NA	NA
"ENSG00000274967.1_Y_RNA"	NA	0	NA	NA	0	NA
"ENSG00000274969.1_MIR6771"	NA	NA	NA	NA	NA	NA
"ENSG00000274970.1_AC013470.3"	NA	NA	NA	NA	NA	NA
"ENSG00000274973.1_BSNDP2"	NA	NA	NA	NA	NA	NA
"ENSG00000274975.1_MIR6735"	NA	NA	NA	NA	NA	NA
"ENSG00000274976.1_AC087588.1"	0	0	0	0	0.496116588419189	0
"ENSG00000274977.1_AC011298.2"	NA	NA	NA	NA	NA	NA
"ENSG00000274978.1_RNU11"	NA	NA	NA	NA	NA	NA
"ENSG00000274979.1_AC020656.2"	0	0	0	0	0.685270177682623	0
"ENSG00000274984.1_Y_RNA"	NA	NA	NA	NA	NA	NA
"ENSG00000274985.1_PTCHD3P1"	NA	NA	NA	NA	NA	NA
"ENSG00000274986.1_MIR6750"	NA	0	NA	NA	0	NA
"ENSG00000274987.1_AC092794.1"	0	-1.00955666569225	NA	0	0	0
"ENSG00000274988.1_MIR6876"	NA	NA	NA	NA	NA	NA
"ENSG00000274993.1_AC254629.1"	0	-0.52750432855899	0	0	0	0
"ENSG00000274994.1_MIR8056"	NA	NA	NA	NA	NA	NA
"ENSG00000274995.1_AC013564.1"	NA	NA	NA	NA	NA	NA
"ENSG00000274996.1_AC006449.1"	NA	-0.90844047437666	NA	NA	NA	NA
"ENSG00000274997.2_H2AC12"	NA	NA	NA	0	0.672845207739045	0
"ENSG00000274998.1_SNORA17A"	NA	NA	NA	NA	NA	NA
"ENSG00000274999.1_MIR8052"	NA	NA	NA	NA	NA	NA
"ENSG00000275001.1_AL365215.1"	NA	NA	NA	NA	NA	NA
"ENSG00000275002.1_AL352984.2"	NA	NA	NA	NA	NA	NA
"ENSG00000275004.4_ZNF280B"	0	0	0	0	-0.360443090543693	0
"ENSG00000275005.1_AL354950.1"	NA	NA	NA	NA	NA	NA
"ENSG00000275006.1_Y_RNA"	NA	NA	NA	NA	NA	NA
"ENSG00000275011.1_ALOXE3P1"	0	1.59671478472177	NA	0	1.75101218793477	0
"ENSG00000275012.1_AC011476.8"	NA	NA	NA	NA	NA	NA
"ENSG00000275014.1_RN7SL166P"	NA	-1.71375518072549	NA	NA	NA	NA
"ENSG00000275015.1_AL353149.1"	NA	NA	NA	NA	NA	NA
"ENSG00000275016.5_AC015574.1"	NA	NA	NA	NA	NA	NA
"ENSG00000275017.1_AL353748.2"	-3.39050124486382	-1.09037945540845	NA	NA	0	NA
"ENSG00000275022.1_MIR6753"	0	0	NA	0	0	0
"ENSG00000275023.5_MLLT6"	0	0	0.95450647263124	0	0	0
"ENSG00000275024.1_AC005383.1"	0	0	NA	0	0	0
"ENSG00000275025.1_AC002401.3"	0	-0.550872337248073	NA	0	-0.599051411560696	0
"ENSG00000275026.1_GXYLT1P4"	NA	NA	NA	NA	NA	NA
"ENSG00000275029.1_HMGB1P24"	-2.40969523796022	0	NA	NA	0	NA
"ENSG00000275030.1_RNU6-538P"	NA	NA	NA	NA	NA	NA
"ENSG00000275033.1_AL133467.5"	NA	NA	NA	NA	NA	NA
"ENSG00000275034.2_TP53TG3E"	NA	NA	NA	NA	NA	NA
"ENSG00000275036.1_MIR8086"	NA	NA	NA	NA	NA	NA
"ENSG00000275038.2_AC091980.2"	NA	0	NA	NA	NA	NA
"ENSG00000275040.1_AC009159.1"	NA	NA	NA	NA	NA	NA
"ENSG00000275041.1_Metazoa_SRP"	NA	NA	NA	NA	NA	NA
"ENSG00000275043.1_SNORD25"	NA	NA	NA	NA	NA	NA
"ENSG00000275046.1_AL603755.1"	NA	NA	NA	NA	NA	NA
"ENSG00000275048.1_BSNDP1"	NA	NA	NA	NA	NA	NA
"ENSG00000275052.5_PPP4R3B"	0	0	0	0	0	0
"ENSG00000275054.1_AC002542.3"	NA	NA	NA	NA	NA	NA
"ENSG00000275055.1_AC011468.5"	0	-0.486185002461275	NA	0	0	0
"ENSG00000275056.1_AC020663.3"	0	-0.593901959880944	NA	0	0	0
"ENSG00000275060.1_PPP1R26P3"	NA	NA	NA	NA	NA	NA
"ENSG00000275061.2_AC122133.1"	NA	NA	NA	NA	NA	NA
"ENSG00000275064.1_AC239860.1"	NA	NA	NA	NA	NA	NA
"ENSG00000275066.5_SYNRG"	0	0	0	0	0	0
"ENSG00000275067.1_MIR6825"	NA	NA	NA	NA	NA	NA
"ENSG00000275068.1_U6"	NA	NA	NA	NA	NA	NA
"ENSG00000275069.1_AL132655.5"	NA	NA	NA	NA	NA	NA
"ENSG00000275070.1_Metazoa_SRP"	4.05052643249202	-0.418415795769133	NA	0	-0.441439182172	0
"ENSG00000275071.1_AL139038.1"	NA	NA	NA	NA	NA	NA
"ENSG00000275072.1_SNORD50B"	NA	NA	NA	NA	NA	NA
"ENSG00000275074.2_NUDT18"	0	0.386855599798613	0	0	0.357964484636435	0
"ENSG00000275075.1_AC244015.1"	NA	NA	NA	NA	NA	NA
"ENSG00000275078.1_AC090093.1"	NA	NA	NA	NA	NA	NA
"ENSG00000275084.4_SNORD91B"	NA	NA	NA	NA	0	NA
"ENSG00000275088.1_AC026469.1"	0	0	NA	NA	0	NA
"ENSG00000275090.1_RN7SL296P"	-8.53032934214912	0	NA	NA	NA	NA
"ENSG00000275091.1_AC022098.4"	0	0	NA	NA	0	NA
"ENSG00000275092.1_AL031710.2"	0	0	NA	0	0	0
"ENSG00000275094.1_AC079395.3"	NA	NA	NA	NA	NA	NA
"ENSG00000275097.1_AC024940.5"	NA	NA	NA	NA	0	NA
"ENSG00000275101.1_MIR6766"	NA	NA	NA	NA	NA	NA
"ENSG00000275103.1_AF117829.2"	NA	NA	NA	NA	NA	NA
"ENSG00000275106.1_AC025594.2"	0	0	NA	0	0	0
"ENSG00000275107.1_MIR6782"	NA	NA	NA	NA	NA	NA
"ENSG00000275108.1_U7"	NA	NA	NA	NA	NA	NA
"ENSG00000275109.1_MIR6504"	NA	NA	NA	NA	NA	NA
"ENSG00000275110.1_AL928646.1"	0	0	NA	0	0	0
"ENSG00000275111.5_ZNF2"	0	0	0	0	-0.150904999366043	0
"ENSG00000275113.1_GAGE2E"	NA	NA	NA	NA	NA	NA
"ENSG00000275115.1_AC067904.3"	NA	NA	NA	NA	NA	NA
"ENSG00000275119.1_AC244131.2"	NA	NA	NA	NA	NA	NA
"ENSG00000275120.3_AC048382.5"	0	0	NA	0	0	0
"ENSG00000275121.1_AC211486.4"	NA	NA	NA	NA	NA	NA
"ENSG00000275126.2_H4C13"	NA	NA	NA	NA	1.2282319319075	NA
"ENSG00000275127.1_SNORD116-22"	NA	NA	NA	NA	NA	NA
"ENSG00000275128.1_RN7SL203P"	NA	NA	NA	NA	NA	NA
"ENSG00000275129.1_AC243994.1"	NA	NA	NA	NA	NA	NA
"ENSG00000275130.1_AL592227.1"	NA	NA	NA	NA	NA	NA
"ENSG00000275131.3_AC241952.1"	0	0	0	0	0	0
"ENSG00000275132.1_RN7SL663P"	-2.92651087407643	-0.607685069993727	NA	0	-0.70096873390678	NA
"ENSG00000275134.1_AL117190.4"	NA	NA	NA	NA	NA	NA
"ENSG00000275138.1_AL357080.1"	NA	NA	NA	NA	NA	NA
"ENSG00000275139.1_AL133492.1"	NA	0	NA	NA	0	NA
"ENSG00000275140.1_SEC22B3P"	NA	NA	NA	NA	NA	NA
"ENSG00000275141.1_MIR6888"	NA	NA	NA	NA	NA	NA
"ENSG00000275143.1_SCARNA16"	NA	NA	NA	NA	NA	NA
"ENSG00000275144.1_SNX18P5"	NA	NA	NA	NA	NA	NA
"ENSG00000275146.1_AP003499.3"	NA	NA	NA	NA	NA	NA
"ENSG00000275152.5_CCL16"	0	0	NA	NA	0	NA
"ENSG00000275154.1_U3"	NA	NA	NA	NA	NA	NA
"ENSG00000275155.1_AC027348.1"	0	-0.638905903014887	NA	0	-0.768312906229853	0
"ENSG00000275157.1_AC068134.3"	NA	NA	NA	NA	NA	NA
"ENSG00000275158.1_TRBV12-5"	NA	0	NA	NA	0	NA
"ENSG00000275160.1_AL354718.1"	0	0	NA	0	0	0
"ENSG00000275161.1_AL117190.5"	NA	NA	NA	NA	NA	NA
"ENSG00000275162.1_AC005391.1"	0	-0.729878801093136	NA	NA	0	NA
"ENSG00000275163.1_AC117457.1"	NA	NA	NA	NA	NA	NA
"ENSG00000275166.1_MIR6814"	NA	NA	NA	NA	NA	NA
"ENSG00000275167.1_MIR6815"	NA	NA	NA	NA	NA	NA
"ENSG00000275170.1_FRG2MP"	NA	NA	NA	NA	NA	NA
"ENSG00000275173.1_AC243571.1"	NA	NA	NA	NA	NA	NA
"ENSG00000275174.1_U6"	NA	NA	NA	NA	NA	NA
"ENSG00000275178.1_AC018529.1"	0	0	NA	NA	0	NA
"ENSG00000275180.1_AC048341.2"	0	-0.366879142335151	0	0	0	0
"ENSG00000275183.2_LENG9"	0	0.303061572128333	0	0	0	0
"ENSG00000275185.1_AC130324.3"	NA	NA	NA	NA	NA	NA
"ENSG00000275186.1_AC018445.1"	NA	NA	NA	NA	NA	NA
"ENSG00000275191.1_AC007497.1"	0	0	NA	0	0	0
"ENSG00000275194.1_AC004467.1"	NA	NA	NA	NA	NA	NA
"ENSG00000275197.1_AC092794.2"	NA	-0.76440188301133	NA	NA	0	NA
"ENSG00000275198.1_AL512791.2"	0	0	0	0	0	0
"ENSG00000275201.1_AC074140.1"	NA	NA	NA	NA	NA	NA
"ENSG00000275202.1_AL161421.1"	0	-0.300708951602901	0	0	0	0
"ENSG00000275206.1_AL353997.5"	NA	NA	NA	NA	NA	NA
"ENSG00000275207.1_MIR6740"	NA	0	NA	NA	0	NA
"ENSG00000275208.1_MIR6745"	NA	NA	NA	NA	NA	NA
"ENSG00000275210.1_AC245884.11"	0	0	NA	NA	0	NA
"ENSG00000275212.3_LINC02826"	0	0	0	0	1.7708218975961	-4.09249857527468
"ENSG00000275213.1_Metazoa_SRP"	NA	NA	NA	NA	NA	NA
"ENSG00000275215.1_RNA5-8SN3"	NA	NA	NA	NA	NA	NA
"ENSG00000275216.2_AL161431.1"	0	0	0	0	0	0
"ENSG00000275219.1_U2"	NA	NA	NA	NA	NA	NA
"ENSG00000275221.2_H2AC15"	NA	NA	NA	NA	NA	NA
"ENSG00000275222.1_Metazoa_SRP"	NA	NA	NA	NA	NA	NA
"ENSG00000275223.1_AL121906.2"	2.5335345420832	0	NA	0	-0.47706841246303	0
"ENSG00000275226.1_LINC00547"	NA	NA	NA	NA	NA	NA
"ENSG00000275227.1_AC093416.2"	NA	-1.10226445289522	NA	NA	0	NA
"ENSG00000275228.1_AC024257.5"	NA	NA	NA	NA	NA	NA
"ENSG00000275229.1_RNU1-68P"	NA	NA	NA	NA	NA	NA
"ENSG00000275230.1_RN7SL544P"	NA	NA	NA	NA	NA	NA
"ENSG00000275231.1_AC007351.4"	NA	NA	NA	NA	NA	NA
"ENSG00000275232.1_AC073578.2"	NA	NA	NA	NA	NA	NA
"ENSG00000275234.1_AC010503.4"	0	0	0	0	0	0
"ENSG00000275236.1_AC009120.5"	0	0	NA	0	-0.55957739147825	NA
"ENSG00000275238.1_MIR4734"	NA	NA	NA	NA	NA	NA
"ENSG00000275239.4_FAM242F"	NA	NA	NA	NA	NA	NA
"ENSG00000275243.1_TRBV16"	NA	NA	NA	NA	NA	NA
"ENSG00000275248.1_AL355810.1"	NA	0	NA	NA	0	NA
"ENSG00000275250.1_AC093913.1"	NA	NA	NA	NA	NA	NA
"ENSG00000275254.1_AC004386.3"	NA	NA	NA	NA	NA	NA
"ENSG00000275256.1_MRPS31P1"	NA	NA	NA	NA	NA	NA
"ENSG00000275259.1_MIR6511A1"	NA	NA	NA	NA	NA	NA
"ENSG00000275263.1_AC135048.3"	0	0	NA	0	0	0
"ENSG00000275265.1_AC127002.2"	NA	0	NA	NA	NA	NA
"ENSG00000275266.1_AC051649.3"	NA	NA	NA	NA	NA	NA
"ENSG00000275268.1_U7"	NA	NA	NA	NA	NA	NA
"ENSG00000275273.1_MIR6780A"	NA	NA	NA	NA	NA	NA
"ENSG00000275278.1_AC012150.2"	-6.03139865044646	-2.91443220102379	NA	NA	0	NA
"ENSG00000275280.1_AC007274.3"	NA	NA	NA	NA	NA	NA
"ENSG00000275285.1_AL391095.2"	NA	NA	NA	NA	NA	NA
"ENSG00000275286.1_AC025253.1"	NA	NA	NA	NA	NA	NA
"ENSG00000275287.5_Metazoa_SRP"	NA	NA	NA	NA	NA	NA
"ENSG00000275287.5_PAR_Y_Metazoa_SRP"	NA	NA	NA	NA	NA	NA
"ENSG00000275291.1_RNVU1-26"	NA	NA	NA	NA	NA	NA
"ENSG00000275293.1_Metazoa_SRP"	NA	NA	NA	NA	NA	NA
"ENSG00000275294.4_LINC02340"	0	0	NA	0	0	0
"ENSG00000275295.1_AC073968.1"	NA	NA	NA	NA	NA	NA
"ENSG00000275296.1_AC241377.1"	NA	NA	NA	NA	NA	NA
"ENSG00000275297.1_AL162731.1"	NA	NA	NA	NA	NA	NA
"ENSG00000275302.2_CCL4"	0	0	0	0	0.840546736439665	0
"ENSG00000275305.1_RNA5SP528"	NA	NA	NA	NA	NA	NA
"ENSG00000275307.1_AC004542.3"	NA	NA	NA	NA	NA	NA
"ENSG00000275310.1_AC006158.1"	NA	NA	NA	NA	NA	NA
"ENSG00000275312.1_AL512324.3"	0	1.18823138335393	NA	0	0	0
"ENSG00000275314.1_AC006924.1"	NA	NA	NA	NA	NA	NA
"ENSG00000275315.1_AC141273.3"	NA	NA	NA	NA	NA	NA
"ENSG00000275318.1_AL136981.2"	-1.48847030010753	0	0	0	0	0
"ENSG00000275319.1_Metazoa_SRP"	NA	NA	NA	NA	NA	NA
"ENSG00000275320.1_Z95327.2"	NA	0	NA	NA	NA	NA
"ENSG00000275322.1_AC103746.1"	0	0.472136020927286	NA	0	0.717619893336273	0
"ENSG00000275325.4_PDCD6IPP1"	0	0	NA	0	0	NA
"ENSG00000275327.1_AL354950.2"	NA	NA	NA	NA	NA	NA
"ENSG00000275328.1_SPDYE19P"	0	-0.667876096954519	NA	NA	0	NA
"ENSG00000275329.1_AL138781.1"	0	0.519487523662763	NA	0	0	NA
"ENSG00000275332.1_AC103691.2"	NA	NA	NA	NA	NA	NA
"ENSG00000275334.1_MIR5787"	NA	NA	NA	NA	NA	NA
"ENSG00000275335.1_MIR8088"	NA	NA	NA	NA	NA	NA
"ENSG00000275337.1_RN7SL680P"	NA	NA	NA	NA	NA	NA
"ENSG00000275339.1_Z99129.1"	NA	NA	NA	NA	0	NA
"ENSG00000275340.1_FGD5P1"	0	0	NA	NA	0	NA
"ENSG00000275342.5_PRAG1"	1.37438338320825	0.303148423948619	0	0	0.466568207103253	0
"ENSG00000275343.1_AC010999.1"	NA	0	NA	NA	0	NA
"ENSG00000275344.1_MIR6503"	NA	NA	NA	NA	NA	NA
"ENSG00000275345.1_AC091167.5"	NA	0	NA	NA	NA	NA
"ENSG00000275348.1_AC096861.1"	NA	NA	NA	NA	NA	NA
"ENSG00000275350.1_AL513479.1"	NA	NA	NA	NA	NA	NA
"ENSG00000275352.1_AC006335.2"	NA	NA	NA	NA	NA	NA
"ENSG00000275355.1_Metazoa_SRP"	NA	NA	NA	NA	NA	NA
"ENSG00000275356.5_C7orf77"	NA	NA	NA	NA	NA	NA
"ENSG00000275358.1_AL080312.2"	0	-0.805793516717745	NA	NA	-1.20486443087227	NA
"ENSG00000275359.1_AC106873.5"	NA	NA	NA	NA	NA	NA
"ENSG00000275360.1_MIR6868"	NA	NA	NA	NA	NA	NA
"ENSG00000275361.1_AC245517.5"	0	0	NA	NA	1.16945095368597	NA
"ENSG00000275362.1_Metazoa_SRP"	NA	NA	NA	NA	NA	NA
"ENSG00000275363.1_AC100757.3"	NA	NA	NA	NA	NA	NA
"ENSG00000275367.1_AC092111.1"	0	0	NA	0	0	0
"ENSG00000275371.1_AC012645.4"	0	0	NA	0	0	0
"ENSG00000275372.1_AC009951.2"	NA	NA	NA	NA	NA	NA
"ENSG00000275373.1_MIR6124"	NA	0	NA	NA	0	NA
"ENSG00000275374.1_AC113385.3"	NA	0	NA	NA	NA	NA
"ENSG00000275377.1_MIR1299"	NA	NA	NA	NA	NA	NA
"ENSG00000275379.2_H3C11"	0	0	NA	0	1.05529799093456	NA
"ENSG00000275381.1_AC019206.1"	0	-0.730429780529735	NA	NA	0	NA
"ENSG00000275383.1_AC126773.6"	0	0	NA	0	0	NA
"ENSG00000275385.2_CCL18"	0	0	0	0	1.20535450128115	0
"ENSG00000275386.1_AC105081.1"	NA	NA	NA	NA	NA	NA
"ENSG00000275387.1_AL049732.1"	NA	NA	NA	NA	NA	NA
"ENSG00000275389.1_AC068790.9"	0	-0.358570504426266	NA	0	0	0
