"male_normal_vs_deep"	"male_normal_vs_shallow"	"male_shallow_vs_deep"	"female_normal_vs_deep"	"female_normal_vs_shallow"	"female_shallow_vs_deep"
"ENSG00000156795.8_NTAQ1"	0	-0.23146731326515	0	0	0	0
"ENSG00000156802.13_ATAD2"	0	0	0	0	0	0
"ENSG00000156804.7_FBXO32"	0	0	0	0	0	0
"ENSG00000156831.8_NSMCE2"	0	-0.312759227723056	0	-1.42194797870718	-0.282352835407039	0
"ENSG00000156853.13_ZNF689"	0	0	0	0	0	0
"ENSG00000156858.12_PRR14"	0	0	0.787759935356608	0	-0.214473942565318	0
"ENSG00000156860.16_FBRS"	0.853928351591842	0	0.94297714200854	0	0	0
"ENSG00000156869.14_FRRS1"	0	0	0	0	0	0
"ENSG00000156873.16_PHKG2"	0	0	0	0	0	0
"ENSG00000156875.14_MFSD14A"	0	0	0	0	0	0
"ENSG00000156876.10_SASS6"	-1.10818344168607	0	-1.20761051392439	0	0.241284238522021	0
"ENSG00000156885.6_COX6A2"	NA	NA	NA	NA	NA	NA
"ENSG00000156886.12_ITGAD"	NA	NA	NA	0	0	0
"ENSG00000156920.11_ADGRG4"	NA	0	NA	NA	NA	NA
"ENSG00000156925.12_ZIC3"	NA	0	NA	NA	NA	NA
"ENSG00000156928.5_MALSU1"	0	-0.192475881646325	0	0	-0.210310993631389	0
"ENSG00000156931.16_VPS8"	-0.76592064264516	-0.318585968774773	0	0	-0.188474850900917	0
"ENSG00000156958.15_GALK2"	0	0.492118831529863	-1.19427698791847	0	0.347556494224948	0
"ENSG00000156959.9_LHFPL4"	0	-0.983818848540392	5.73331289849268	0	0	0
"ENSG00000156966.7_B3GNT7"	0	0	0	0	0.719254551493068	0
"ENSG00000156968.9_MPV17L"	0	0	0	0	0	0
"ENSG00000156970.13_BUB1B"	0	0.558911724079551	0	1.98928332211543	0.584991913091651	1.40429140902378
"ENSG00000156973.14_PDE6D"	0	-0.169232907784985	0	-0.841652239536339	0	0
"ENSG00000156976.17_EIF4A2"	0	0	0	-0.915479250897976	0	-0.81920051242417
"ENSG00000156983.16_BRPF1"	0	0	0	0	0	0
"ENSG00000156990.14_RPUSD3"	0	0	0	0	0	0
"ENSG00000157005.4_SST"	0	0.896010990526949	0	0	1.98555974896323	0
"ENSG00000157014.11_TATDN2"	0	0	0.652819183078325	0	-0.140674535608797	0
"ENSG00000157017.16_GHRL"	0	0	0	0	0	0
"ENSG00000157020.18_SEC13"	0	0.181569710169803	0	0	0	0
"ENSG00000157021.9_CIBAR1P1"	0	0	0	0	-0.427572901231472	0
"ENSG00000157036.13_EXOG"	0	0	0	0	0.19259256243334	0
"ENSG00000157045.9_NTAN1"	0	0	0	0	0	0
"ENSG00000157060.16_SHCBP1L"	NA	NA	NA	NA	NA	NA
"ENSG00000157064.11_NMNAT2"	0	-0.630296893034753	0	0	-1.29696122285841	0
"ENSG00000157077.15_ZFYVE9"	0	0	0	0	0.160244887814004	0
"ENSG00000157087.20_ATP2B2"	0	0	NA	0	0	0
"ENSG00000157093.9_LYZL4"	0	0.985822747873565	NA	NA	1.00826254821454	NA
"ENSG00000157103.12_SLC6A1"	0	0	0	0	0	0
"ENSG00000157106.17_SMG1"	0	-0.19685734261854	0	0	0	0
"ENSG00000157107.14_FCHO2"	0	0	0	0	0.302536189838311	0
"ENSG00000157110.16_RBPMS"	0	0	0	0	0	0
"ENSG00000157111.13_TMEM171"	0	0	0	0	0	0
"ENSG00000157119.12_KLHL40"	NA	NA	NA	NA	NA	NA
"ENSG00000157131.11_C8A"	NA	NA	NA	NA	NA	NA
"ENSG00000157150.5_TIMP4"	0	0.357106806771984	0	0	0	0
"ENSG00000157152.17_SYN2"	3.01640487077031	0.572262655029365	0	2.98732865319692	0	3.05209789907851
"ENSG00000157168.20_NRG1"	0	0	0	0	0	0
"ENSG00000157181.16_ODR4"	0	0	0	0	0	0
"ENSG00000157184.7_CPT2"	0	0	0	0	0.264222267405834	0
"ENSG00000157191.20_NECAP2"	0	0	0	-0.701793965218903	0	-0.73830285144786
"ENSG00000157193.18_LRP8"	0	0	0	0	0.479234865812516	0
"ENSG00000157211.11_CDCP2"	NA	NA	NA	NA	NA	NA
"ENSG00000157212.19_PAXIP1"	0	0	0	0.731014708386268	0	0
"ENSG00000157214.14_STEAP2"	0	0	0	0	0	0
"ENSG00000157216.15_SSBP3"	0	0	0	0	0	0
"ENSG00000157219.5_HTR5A"	NA	NA	NA	NA	NA	NA
"ENSG00000157224.16_CLDN12"	0	0	0	0	0.273246769534181	0
"ENSG00000157227.13_MMP14"	0	0	0	0	0	0
"ENSG00000157240.4_FZD1"	0	0	0	0	0	0
"ENSG00000157259.8_GATAD1"	0	0	0	0	-0.181714899059231	0
"ENSG00000157303.11_SUSD3"	0	0	0	0	0	0
"ENSG00000157306.14_ZFHX2-AS1"	0	0	0	0	0	0
"ENSG00000157315.5_TMED6"	0	0.28656689811971	0	0	0	0
"ENSG00000157322.17_CLEC18A"	0	0	NA	0	0	0
"ENSG00000157326.19_DHRS4"	0	0.332698148815547	0	0	0	0
"ENSG00000157330.10_C1orf158"	NA	0	NA	NA	NA	NA
"ENSG00000157335.21_CLEC18C"	NA	0	NA	NA	0	NA
"ENSG00000157343.9_ARMC12"	0	0.432894520617229	NA	0	0	0
"ENSG00000157349.17_DDX19B"	0	-0.138444439358488	0	0	-0.206415651224837	0
"ENSG00000157350.13_ST3GAL2"	0	0	0	0	0	0
"ENSG00000157353.17_FCSK"	0	-0.200235931731657	0	0	-0.247347531360833	0
"ENSG00000157368.11_IL34"	0	0	0	0	-0.44389750139853	0
"ENSG00000157379.14_DHRS1"	0	0	0	0	0	0
"ENSG00000157388.19_CACNA1D"	0	-0.356724634175277	0	0	0	0
"ENSG00000157399.16_ARSL"	0	0	0	0	0	0
"ENSG00000157404.16_KIT"	0	0	0	0	0	0
"ENSG00000157423.18_HYDIN"	0	0	NA	0	0	0
"ENSG00000157426.14_AASDH"	-1.04689108874485	0	-1.05676350551872	0	0	0
"ENSG00000157429.16_ZNF19"	0	-0.221202849273799	0	0	-0.304392294106113	0
"ENSG00000157445.15_CACNA2D3"	0	0	0	0	0	0
"ENSG00000157450.16_RNF111"	0	0.372500812909764	0	0.658279235289676	0.448715617622858	0
"ENSG00000157456.8_CCNB2"	0	0.509737635406134	0	0	0.518027165139058	0
"ENSG00000157470.12_FAM81A"	0	0.670241524836661	0	0	0.761847903184611	0
"ENSG00000157483.9_MYO1E"	0	0.417026363231776	0	0	0.572943301484259	0
"ENSG00000157500.12_APPL1"	0	0	0	0	0	0
"ENSG00000157502.13_PWWP3B"	0	0	0	0	-1.4691427881613	0
"ENSG00000157510.14_AFAP1L1"	0	0	0	0	0	0
"ENSG00000157514.16_TSC22D3"	0	0	0	0	0	0
"ENSG00000157538.14_VPS26C"	0	0	0	0	0	0
"ENSG00000157540.22_DYRK1A"	-0.744331708311529	0	-0.633980442812598	0	0	0
"ENSG00000157542.11_KCNJ6"	0	0	NA	0	0	0
"ENSG00000157551.19_KCNJ15"	0	0	0	0	0.783258984849964	0
"ENSG00000157554.19_ERG"	0	0	0	0	0	0
"ENSG00000157557.13_ETS2"	0	0	0	0	0	0
"ENSG00000157570.12_TSPAN18"	0	0	0	0	0	0
"ENSG00000157578.13_LCA5L"	0	0	0	0	0	0
"ENSG00000157593.19_SLC35B2"	0	0	0	0	0	0
"ENSG00000157600.12_TMEM164"	0	0	0	0	0	0
"ENSG00000157601.14_MX1"	0	0	0	0	0.566487546088888	0
"ENSG00000157613.11_CREB3L1"	0	0.802286057682513	0	0	0.73412741683478	0
"ENSG00000157617.17_C2CD2"	0	-0.141111678366454	0	0	0	0
"ENSG00000157625.15_TAB3"	0	-0.34040824420422	0	0	-0.231875827524408	0
"ENSG00000157637.13_SLC38A10"	1.14245608223885	0	1.0264982394578	0	0	0
"ENSG00000157653.12_C9orf43"	0	0	0	0	0	0
"ENSG00000157654.19_PALM2AKAP2"	0	0	0	0	0	0
"ENSG00000157657.14_ZNF618"	0	0.54626439522493	0	0	0.610566211127516	0
"ENSG00000157680.15_DGKI"	0	-0.616145072266184	0	0	0	0
"ENSG00000157693.15_TMEM268"	0	0	0	0	0	0
"ENSG00000157703.16_SVOPL"	0	-0.868754738207489	0	0	-0.947823136370733	0
"ENSG00000157734.14_SNX22"	0	0.740524706897586	0	0	0.628483935470068	0
"ENSG00000157741.15_UBN2"	0	-0.291597165090327	0	0	0	0
"ENSG00000157764.14_BRAF"	0	-0.28491386269958	0	0	0	0
"ENSG00000157765.13_SLC34A2"	0	1.47889246110938	0	NA	NA	NA
"ENSG00000157766.19_ACAN"	0	0	0	0	0	0
"ENSG00000157778.9_PSMG3"	0	0	0	0	0	0
"ENSG00000157782.9_CABP1"	0	0	0	0	0	0
"ENSG00000157796.18_WDR19"	0	-0.219167708418248	0	0	0	0
"ENSG00000157800.18_SLC37A3"	0	-0.173928489035675	0	0	0	0
"ENSG00000157823.17_AP3S2"	0	0.2996739482767	0	0	0.310779801016742	0
"ENSG00000157827.20_FMNL2"	0	0	0	0	0	0
"ENSG00000157833.13_GAREM2"	0	0	0	0	0	0
"ENSG00000157837.16_SPPL3"	0	0	0	0	0	0
"ENSG00000157851.17_DPYSL5"	0	0	NA	0	0	0
"ENSG00000157856.12_DRC1"	0	0	NA	0	0	0
"ENSG00000157869.16_RAB28"	0	0	0	0	0	0
"ENSG00000157870.17_PRXL2B"	1.08759156923192	0	1.07886020231816	0	0	0
"ENSG00000157873.17_TNFRSF14"	0	0	0	0	0.280050796663071	0
"ENSG00000157881.16_PANK4"	0	0	0	0	0	0
"ENSG00000157884.11_CIB4"	0	1.39794541355689	NA	NA	NA	NA
"ENSG00000157890.17_MEGF11"	0	0.825497605574742	0	0	0	0
"ENSG00000157895.11_C12orf43"	0	0.142456243464449	0	0	0.126822759717614	0
"ENSG00000157911.11_PEX10"	0	0	0	0	0	0
"ENSG00000157916.20_RER1"	0	0	0	0	0.168561256175747	0
"ENSG00000157927.17_RADIL"	0	0.54531335301775	0	0	1.34123758596875	0
"ENSG00000157933.10_SKI"	1.23824474744014	0	1.17553676465209	0	0	0
"ENSG00000157954.15_WIPI2"	0	-0.265167535364826	0	0	-0.25687519139244	0
"ENSG00000157965.12_SSX8P"	NA	0	NA	NA	0	NA
"ENSG00000157978.12_LDLRAP1"	0	0	0	0	0	0
"ENSG00000157985.19_AGAP1"	0	0	0	0	0	0
"ENSG00000157992.12_KRTCAP3"	0	0	0	0	0	0
"ENSG00000157999.6_ANKRD61"	0	-0.580126566577464	0	0	0	0
"ENSG00000158006.14_PAFAH2"	0	0	0	0	0	0
"ENSG00000158008.10_EXTL1"	0	0	NA	0	0	0
"ENSG00000158014.15_SLC30A2"	0	-1.81041343358179	0	0	0	0
"ENSG00000158019.21_BABAM2"	0	0	0	0	-0.227581817950543	0
"ENSG00000158022.7_TRIM63"	0	0	NA	0	-0.906547324593552	0
"ENSG00000158023.10_CFAP251"	0	-0.33112801045423	0	0	0	0
"ENSG00000158042.9_MRPL17"	0	0	0	0	0	0
"ENSG00000158050.5_DUSP2"	0	0	0	0	0	0
"ENSG00000158055.16_GRHL3"	0	0	0	0	0	0
"ENSG00000158062.20_UBXN11"	0	0	0	0	0	0
"ENSG00000158077.5_NLRP14"	0	0	NA	0	0	NA
"ENSG00000158079.16_PTPDC1"	0	-0.169134261586529	0	0	-0.254710629293402	0
"ENSG00000158089.15_GALNT14"	NA	NA	NA	NA	NA	NA
"ENSG00000158092.7_NCK1"	0	0	0	0	0	0
"ENSG00000158104.11_HPD"	0	0	NA	0	0	0
"ENSG00000158106.14_RHPN1"	0	-0.349209860026114	0	0	0	0
"ENSG00000158109.15_TPRG1L"	0	0	0	0	0	0
"ENSG00000158113.13_LRRC43"	0	0	0	0	0	0
"ENSG00000158122.12_PRXL2C"	0	0	0	0	0	0
"ENSG00000158125.10_XDH"	0	0	0	0	1.05594319034822	0
"ENSG00000158156.9_XKR8"	0.968826679780544	0	0.861133626895405	0	0	0
"ENSG00000158158.12_CNNM4"	0	0	0	0	0.391130727602173	0
"ENSG00000158161.16_EYA3"	0	0	0	0	0.242363256133492	0
"ENSG00000158163.15_DZIP1L"	0	0	0	0	0.466212790161206	0
"ENSG00000158164.7_TMSB15A"	0	0	0	0	0	0
"ENSG00000158169.13_FANCC"	0	0	0	0	0	0
"ENSG00000158186.13_MRAS"	0	0	0	0	0	0
"ENSG00000158195.11_WASF2"	0	0	0	0	0.222911915709873	0
"ENSG00000158201.10_ABHD3"	0	0.420269577613416	0	0	0.713986142702369	0
"ENSG00000158220.14_ESYT3"	0	-0.658727444362198	0	0	-0.577968919442622	0
"ENSG00000158234.12_FAIM"	0	0	0	0	0.231762618670759	0
"ENSG00000158246.8_TENT5B"	2.65250685694219	0	2.84846022346796	0	0.471255087580884	0
"ENSG00000158258.16_CLSTN2"	0	0	0	0	-0.64471059334352	0
"ENSG00000158270.12_COLEC12"	0	0	0	0	0	0
"ENSG00000158286.13_RNF207"	0	0.637934087093729	0	0	0	0
"ENSG00000158290.18_CUL4B"	0	0	0	0	0	0
"ENSG00000158292.7_GPR153"	0	-0.355278759658707	0	0	0	0
"ENSG00000158296.14_SLC13A3"	0	0	0	0	-1.0300307184347	0
"ENSG00000158301.18_GPRASP2"	0	0	0	0	-0.256690723178635	0
"ENSG00000158315.11_RHBDL2"	0	0	0	0	0	0
"ENSG00000158321.18_AUTS2"	0	0	1.33633176457728	0	0	0
"ENSG00000158352.16_SHROOM4"	0	-0.524823050137057	0	0	-0.570429519234026	0
"ENSG00000158373.8_H2BC5"	-3.01175451130597	-0.412519440179264	-2.59923507112671	0	-0.808034843670874	0
"ENSG00000158402.20_CDC25C"	0	0	0	0	0	0
"ENSG00000158406.5_H4C8"	-3.52185386323583	-0.409534476873385	-3.11231938636245	0	0	0
"ENSG00000158411.11_MITD1"	0	0	0	0	0	0
"ENSG00000158417.11_EIF5B"	0	0	0	0	0	0
"ENSG00000158423.17_RIBC1"	0	0	0	0	0	0
"ENSG00000158427.15_TMSB15B"	0	0	NA	0	0	0
"ENSG00000158428.4_CATIP"	0	0	NA	NA	0	NA
"ENSG00000158435.8_CNOT11"	0	0	0	0	-0.129718150725287	0
"ENSG00000158445.10_KCNB1"	3.68148818631722	0	3.48358698278886	0	0	0
"ENSG00000158457.6_TSPAN33"	0	0	0	0	-0.342589905015442	0
"ENSG00000158458.21_NRG2"	0	0	NA	0	0	0
"ENSG00000158467.16_AHCYL2"	0	0	0	0	0.473427437504169	0
"ENSG00000158470.5_B4GALT5"	0	0	0	0	0	0
"ENSG00000158473.8_CD1D"	0	0	0	0	0	0
"ENSG00000158477.7_CD1A"	0	0	0	0	0	0
"ENSG00000158480.11_SPATA2"	0.881892972585391	-0.221940444671526	1.10383341725692	0	-0.325560943560762	0
"ENSG00000158481.13_CD1C"	0	0	0	0	0	0
"ENSG00000158482.10_SNX29P1"	0	0	NA	NA	0	NA
"ENSG00000158483.17_FAM86C1P"	0	0	0	0	-0.173058622373345	0
"ENSG00000158485.11_CD1B"	0	0	NA	0	0	0
"ENSG00000158486.13_DNAH3"	0	0	0	0	-0.380342784840572	0
"ENSG00000158488.16_CD1E"	0	0	0	0	0	0
"ENSG00000158497.5_HMHB1"	NA	0	NA	NA	NA	NA
"ENSG00000158516.12_CPA2"	0	0	0	NA	NA	NA
"ENSG00000158517.15_NCF1"	0	0.447490803165936	0	0	0.621746377273379	0
"ENSG00000158525.16_CPA5"	0	0.66722394753507	NA	0	0	0
"ENSG00000158526.8_TSR2"	0	0	0	0	-0.22925154645799	0
"ENSG00000158528.12_PPP1R9A"	0	0.430718862797842	0	0	0	0
"ENSG00000158545.16_ZC3H18"	0.762441334333368	0	0.796298889294027	0	-0.176322619804618	0
"ENSG00000158552.13_ZFAND2B"	0	0	0	0	0	0
"ENSG00000158553.4_POM121L2"	0	0	NA	NA	0	NA
"ENSG00000158555.15_GDPD5"	0	-0.51068901357858	0	0	-0.75822186345369	0
"ENSG00000158560.14_DYNC1I1"	0	0	0	0	0	0
"ENSG00000158571.11_PFKFB1"	0	0	NA	0	0	0
"ENSG00000158578.21_ALAS2"	0	0	NA	0	0	0
"ENSG00000158604.15_TMED4"	0	-0.211597210668958	0	0	-0.188959881083456	0
"ENSG00000158615.9_PPP1R15B"	0	0	0	0	0	0
"ENSG00000158623.14_COPG2"	0	0	0	0	-0.328878263187671	0
"ENSG00000158636.16_EMSY"	0	0	0	0	0	0
"ENSG00000158639.13_PAGE5"	0	0	NA	NA	0	NA
"ENSG00000158669.11_GPAT4"	0	0	0	0	0	0
"ENSG00000158683.9_PKD1L1"	0	-0.644360836661845	0	0	-0.654170251798822	0
"ENSG00000158691.14_ZSCAN12"	0	0	0	0	0	0
"ENSG00000158710.15_TAGLN2"	0	0	0	0	0	0
"ENSG00000158711.14_ELK4"	0	0	0	0	0	0
"ENSG00000158714.11_SLAMF8"	0	0	0	0	0.622976243243346	0
"ENSG00000158715.6_SLC45A3"	0	0	0	0	0	0
"ENSG00000158716.9_DUSP23"	0	0	0	0	-0.380404611722407	0
"ENSG00000158717.11_RNF166"	0	0	0	0	0	0
"ENSG00000158731.2_OR10J6P"	NA	NA	NA	NA	NA	NA
"ENSG00000158747.15_NBL1"	0	0	0	0	0	0
"ENSG00000158748.4_HTR6"	0	0.796430888524885	NA	-2.32314628921768	0	-2.31866111972398
"ENSG00000158764.7_ITLN2"	NA	NA	NA	0	0	0
"ENSG00000158769.18_F11R"	0	0	0	0	0	0
"ENSG00000158773.14_USF1"	0	0.147881743570313	0	0	0	0
"ENSG00000158786.5_PLA2G2F"	0	0	0	4.39394439965558	1.90031095729807	0
"ENSG00000158792.16_SPATA2L"	0	0	0	0	0	0
"ENSG00000158793.14_NIT1"	0	0	0	0	0	0
"ENSG00000158796.17_DEDD"	0	0	0	0	0	0
"ENSG00000158805.12_ZNF276"	0	0	0	0	0	0
"ENSG00000158806.14_NPM2"	0	0.495916530950651	0	0	0	0
"ENSG00000158813.18_EDA"	0	0	0	0	-0.66150796481832	0
"ENSG00000158815.11_FGF17"	0	0	NA	-3.04513405998676	0	-3.38380458594825
"ENSG00000158816.15_VWA5B1"	0	-1.04043679146775	0	0	-1.88772731306296	0
"ENSG00000158825.6_CDA"	0	0	0	0	0.61751302843722	0
"ENSG00000158828.8_PINK1"	0	0	0	0	0	0
"ENSG00000158850.15_B4GALT3"	0	0	0	0	-0.168116213892904	0
"ENSG00000158856.18_DMTN"	0	0.291685702984446	0	0	0	0
"ENSG00000158859.10_ADAMTS4"	0	0	0	0	0.455844389418274	0
"ENSG00000158863.22_FAM160B2"	0	0.220821566795122	0	0	0.292460790065917	0
"ENSG00000158864.13_NDUFS2"	0	0.190682948801841	0	0	0.155298236263166	0
"ENSG00000158865.12_SLC5A11"	0	0	0	0	0	0
"ENSG00000158869.11_FCER1G"	0	0	0	0	0.543136767047081	0
"ENSG00000158874.11_APOA2"	0	1.42026455751726	0	NA	NA	NA
"ENSG00000158882.15_TOMM40L"	0	0	0	0	0	0
"ENSG00000158887.19_MPZ"	0	0	0	0	0	0
"ENSG00000158901.12_WFDC8"	NA	0	NA	NA	NA	NA
"ENSG00000158941.16_CCAR2"	0	0.313068546473916	0	0	0.241378889697652	0
"ENSG00000158955.11_WNT9B"	0	0	NA	0	0	0
"ENSG00000158966.16_CACHD1"	0	0	0	1.90563325627541	0	0
"ENSG00000158985.14_CDC42SE2"	0	0	0	0	0	0
"ENSG00000158987.22_RAPGEF6"	0	0	0	0	0	0
"ENSG00000159023.22_EPB41"	0	0	0	0	0	0
"ENSG00000159055.4_MIS18A"	0	0	0	0	0	0
"ENSG00000159063.13_ALG8"	0	0	0	0	-0.349175884919183	0
"ENSG00000159069.14_FBXW5"	0	0	0	0	0	0
"ENSG00000159079.19_CFAP298"	0	0	0	0	0	0
"ENSG00000159082.18_SYNJ1"	0	0	0	0	0	0
"ENSG00000159086.15_PAXBP1"	0	0	0	0	0	0
"ENSG00000159110.20_IFNAR2"	0	0	0	0	0	0
"ENSG00000159111.13_MRPL10"	0	0	0	0	0	0
"ENSG00000159128.15_IFNGR2"	0	0	0	0	0	0
"ENSG00000159131.17_GART"	0	0	0	0	0	0
"ENSG00000159140.21_SON"	0	0	0	0	0	0
"ENSG00000159147.18_DONSON"	0	0	0	0	0.23384546444542	0
"ENSG00000159164.10_SV2A"	0	0	0	0	0	0
"ENSG00000159166.15_LAD1"	0	0	0	0	0	0
"ENSG00000159167.12_STC1"	0	0	0	0	0.402796531840516	0
"ENSG00000159173.19_TNNI1"	0	0	0	0	0	0
"ENSG00000159176.14_CSRP1"	0	0	0	0	0	0
"ENSG00000159182.5_PRAC1"	7.27792958671017	-1.24795279123054	8.52588237794071	0	0	0
"ENSG00000159184.8_HOXB13"	0	-0.856677014806973	0	0	0	0
"ENSG00000159186.4_ATP5POP1"	NA	0	NA	NA	0	NA
"ENSG00000159189.12_C1QC"	0	0	0	0	0.491432190349574	0
"ENSG00000159197.4_KCNE2"	NA	0	NA	NA	NA	NA
"ENSG00000159199.14_ATP5MC1"	0	0	0	0	0	0
"ENSG00000159200.18_RCAN1"	0	0	0	0	0	0
"ENSG00000159202.18_UBE2Z"	0	0	0	0	0	0
"ENSG00000159208.16_CIART"	0	-0.780408748756381	0	0	-0.497450922474845	0
"ENSG00000159210.10_SNF8"	0	0	0	0	0	0
"ENSG00000159212.13_CLIC6"	0	0	0	0	0	0
"ENSG00000159214.13_CCDC24"	0	0	0	0	-0.295906125821947	0
"ENSG00000159216.19_RUNX1"	0	0	0	0	0	0
"ENSG00000159217.10_IGF2BP1"	0	0	0	0	0	5.10092349091607
"ENSG00000159224.4_GIP"	NA	NA	NA	NA	NA	NA
"ENSG00000159228.13_CBR1"	0	0	0	0	0	0
"ENSG00000159231.6_CBR3"	0	0.378453587966892	0	0	0.565002766109225	0
"ENSG00000159239.13_AC005041.1"	0	0	0	0	0	0
"ENSG00000159247.13_TUBBP5"	0	0	0	0	0	0
"ENSG00000159248.5_GJD2"	NA	0	NA	NA	NA	NA
"ENSG00000159251.8_ACTC1"	0	0	0	0	0	0
"ENSG00000159256.13_MORC3"	0	0	0	0	0	0
"ENSG00000159259.8_CHAF1B"	0	0.234586081820473	0	1.00556184901743	0.385643643682471	0
"ENSG00000159261.12_CLDN14"	0	0.570798346363902	0	0	-0.67336916829504	0
"ENSG00000159263.16_SIM2"	0	0	0	0	0	0
"ENSG00000159267.15_HLCS"	0	0	0	0	0	0
"ENSG00000159289.6_GOLGA6A"	NA	0	NA	NA	NA	NA
"ENSG00000159307.19_SCUBE1"	0	0	0	0	0	0
"ENSG00000159314.11_ARHGAP27"	0	0	0	0	0	0
"ENSG00000159322.17_ADPGK"	0	0.295841983362027	-0.683675429781354	0	0.318855438676666	0
"ENSG00000159335.18_PTMS"	0	0	0	0	0	0
"ENSG00000159337.7_PLA2G4D"	0	0.891243325366881	0	0	0	0
"ENSG00000159339.13_PADI4"	0	0	NA	0	1.09177135643622	0
"ENSG00000159346.13_ADIPOR1"	0	0	0	0	0	0
"ENSG00000159348.13_CYB5R1"	0	0	0	0	-0.217600850999894	0
"ENSG00000159352.16_PSMD4"	0	0	0	0	0	0
"ENSG00000159363.19_ATP13A2"	1.24134859897424	0	1.16467303869811	0	0	0
"ENSG00000159374.17_M1AP"	0	1.40421879340707	0	0	1.44052289222019	0
"ENSG00000159377.11_PSMB4"	0	0	0	0	0	0
"ENSG00000159387.8_IRX6"	0	0	NA	NA	0	NA
"ENSG00000159388.6_BTG2"	0	0	0	0	0	0
"ENSG00000159398.16_CES5A"	NA	0	NA	NA	NA	NA
"ENSG00000159399.10_HK2"	0	0.234021293939168	0	0	0.6041223030996	0
"ENSG00000159403.18_C1R"	0	0	0	0	0	0
"ENSG00000159409.15_CELF3"	0	0	0	0	-0.849008798312018	0
"ENSG00000159423.17_ALDH4A1"	0	0	0	0	0	0
"ENSG00000159433.12_STARD9"	0	0	0	0	0	0
"ENSG00000159445.13_THEM4"	0	0	0	0	0	0
"ENSG00000159450.12_TCHH"	0	0	0	0	0	0
"ENSG00000159455.9_LCE2B"	NA	NA	NA	NA	NA	NA
"ENSG00000159459.12_UBR1"	0	0.353263867216213	0	1.28372623625907	0.436501266969036	0
"ENSG00000159461.15_AMFR"	0	-0.158511076707149	0	0	0	0
"ENSG00000159479.17_MED8"	0	0	0	0	0	0
"ENSG00000159495.8_TGM7"	NA	NA	NA	NA	NA	NA
"ENSG00000159496.14_RGL4"	0	0	0	0	0.447823216070321	0
"ENSG00000159516.9_SPRR2G"	NA	0	NA	NA	NA	NA
"ENSG00000159527.3_PGLYRP3"	0	1.60151461165507	NA	0	0	0
"ENSG00000159556.10_ISL2"	0	0	0	0	0	0
"ENSG00000159579.14_RSPRY1"	0	0	0	0	0	0
"ENSG00000159588.15_CCDC17"	0	0	0	0	0	0
"ENSG00000159592.11_GPBP1L1"	0	0	0	0	0	0
"ENSG00000159593.15_NAE1"	0	0	0	0	0	0
"ENSG00000159596.7_TMEM69"	0	0	0	0	0	0
"ENSG00000159618.16_ADGRG5"	0	0.426861690112483	0	0	0.421072215179833	0
"ENSG00000159625.15_DRC7"	0	0	NA	NA	0.788934142886501	NA
"ENSG00000159640.17_ACE"	0	0	0	0	0	0
"ENSG00000159648.11_TEPP"	0	0	NA	NA	0	NA
"ENSG00000159650.9_UROC1"	0	0.962734601009671	NA	0	0	NA
"ENSG00000159658.14_EFCAB14"	0	0	0	0	0	0
"ENSG00000159674.12_SPON2"	0	0	0	0	0	0
"ENSG00000159685.11_CHCHD6"	0	-0.198986126017333	0	0	-0.248641116045189	0
"ENSG00000159692.16_CTBP1"	0	0	0	0	0	0
"ENSG00000159708.18_LRRC36"	0	0	0	0	-0.914202604553434	0
"ENSG00000159712.10_ANKRD18CP"	0	0	NA	NA	0	NA
"ENSG00000159713.11_TPPP3"	0	-0.735858140184836	0	0	0	0
"ENSG00000159714.12_ZDHHC1"	0	0	0	0	0	0
"ENSG00000159720.12_ATP6V0D1"	0	0	0	0	0	0
"ENSG00000159723.5_AGRP"	0	0	NA	NA	0	NA
"ENSG00000159733.14_ZFYVE28"	0	0	0	0	0.363970346931008	0
"ENSG00000159753.14_CARMIL2"	0	0.417106056127366	0	0	0	0
"ENSG00000159761.15_C16orf86"	0	0	0	0	0	0
"ENSG00000159763.4_PIP"	0	0	NA	NA	1.44322433511509	NA
"ENSG00000159784.18_FAM131B"	0	0	0	0	0	0
"ENSG00000159788.19_RGS12"	0	0.217596431779906	0	0	0	0
"ENSG00000159792.10_PSKH1"	0	0	0	0	0	0
"ENSG00000159840.16_ZYX"	0	0	0.952624472513053	0	0	0
"ENSG00000159842.15_ABR"	0	0	0	0	0	0
"ENSG00000159860.7_TCAF2P1"	NA	0	NA	NA	0	NA
"ENSG00000159871.15_LYPD5"	0	0	0	0	0.486779383654584	0
"ENSG00000159873.10_CCDC117"	0	0	0	0	0	0
"ENSG00000159882.13_ZNF230"	0	0	0	0	0	0
"ENSG00000159884.12_CCDC107"	0	0	0	0	0	0
"ENSG00000159885.14_ZNF222"	0	0	0	0	0	0
"ENSG00000159899.15_NPR2"	0	0	0	0	0	0
"ENSG00000159904.11_ZNF890P"	0	0	NA	NA	-0.913095419127304	NA
"ENSG00000159905.15_ZNF221"	0	0	0	0	0	0
"ENSG00000159915.12_ZNF233"	0	0	0	0	0	0
"ENSG00000159917.17_ZNF235"	0	-0.203771567338585	0	0	0	0
"ENSG00000159921.19_GNE"	0	0	0	0	0	0
"ENSG00000159958.7_TNFRSF13C"	0	1.06839810611002	0	0	0	0
"ENSG00000159961.2_OR3A3"	NA	0	NA	NA	NA	NA
"ENSG00000160007.19_ARHGAP35"	0	0	0	0.934385176785192	0	0
