"female_normal_vs_deep"	"female_normal_vs_shallow"	"female_shallow_vs_deep"	"male_normal_vs_deep"	"male_normal_vs_shallow"	"male_shallow_vs_deep"
"ENSG00000232354.8_VIPR1-AS1"	0	0	0	0	0	0
"ENSG00000232355.2_AL603650.1"	NA	NA	NA	NA	NA	NA
"ENSG00000232358.1_AL050404.1"	NA	NA	NA	NA	NA	NA
"ENSG00000232359.1_AC104777.1"	NA	NA	NA	NA	NA	NA
"ENSG00000232360.1_AP000281.2"	NA	NA	NA	NA	NA	NA
"ENSG00000232361.3_AC069304.1"	NA	NA	NA	NA	NA	NA
"ENSG00000232362.1_ATP5MGP2"	NA	0	NA	NA	0	NA
"ENSG00000232363.1_AL021391.1"	0	0	0	NA	0	0
"ENSG00000232366.1_VDAC1P9"	NA	NA	NA	NA	NA	NA
"ENSG00000232368.1_FTLP2"	0	0	0	0	0	0
"ENSG00000232369.1_PPIAP35"	0	-0.439975265402894	0	NA	0	0
"ENSG00000232370.1_BAG1P1"	NA	NA	NA	NA	NA	NA
"ENSG00000232373.2_MTCYBP3"	NA	0	NA	NA	0	NA
"ENSG00000232374.5_GPR79"	NA	0	NA	NA	0	NA
"ENSG00000232375.1_AC092042.2"	NA	0	NA	NA	NA	NA
"ENSG00000232377.1_AC016910.1"	NA	0	NA	NA	-1.10627764566909	NA
"ENSG00000232378.1_RPL29P28"	NA	NA	NA	NA	NA	NA
"ENSG00000232379.1_RPL22P23"	NA	0	NA	NA	0	NA
"ENSG00000232380.1_ZDHHC20P4"	0	0	0	NA	0	0
"ENSG00000232381.1_OR52U1P"	NA	NA	NA	NA	NA	NA
"ENSG00000232382.2_OR5K1"	NA	NA	NA	NA	NA	NA
"ENSG00000232383.1_AC010677.1"	0	0	0	NA	0	NA
"ENSG00000232385.2_RPS3AP25"	0	-0.516074662494535	0	0	0	0
"ENSG00000232386.9_AC015712.1"	0	-0.437910050161925	0	0	-0.718072410078692	0
"ENSG00000232387.2_SKA2P1"	0	-0.429315512754141	0	NA	-0.516261228746544	0
"ENSG00000232388.5_SMIM26"	0	0	0	0	0	0
"ENSG00000232389.1_AL583856.1"	0	0	0	NA	0	NA
"ENSG00000232390.3_NDUFA5P1"	NA	NA	NA	NA	NA	NA
"ENSG00000232391.1_RANP2"	NA	NA	NA	NA	NA	NA
"ENSG00000232392.1_GOT2P7"	NA	0	NA	NA	NA	NA
"ENSG00000232393.1_RPL5P6"	0	0	0	NA	0	NA
"ENSG00000232394.1_AC090696.1"	NA	NA	NA	NA	NA	NA
"ENSG00000232395.1_AL138830.2"	NA	NA	NA	NA	NA	NA
"ENSG00000232396.2_AC004882.1"	NA	NA	NA	NA	NA	NA
"ENSG00000232398.1_TMPRSS11CP"	0	0	0	NA	0	NA
"ENSG00000232399.4_USP17L13"	NA	NA	NA	NA	NA	NA
"ENSG00000232400.1_RAD17P1"	0	0	0	0	0	0
"ENSG00000232401.2_LINC00112"	NA	0	NA	NA	0	NA
"ENSG00000232403.1_RPL27P5"	NA	0	NA	NA	0	NA
"ENSG00000232406.7_AL121895.1"	0	0	0	0	0	0
"ENSG00000232407.3_PPIAP70"	NA	-1.4560675327557	NA	NA	0	NA
"ENSG00000232408.1_AC140481.2"	NA	NA	NA	NA	NA	NA
"ENSG00000232409.1_AC019185.2"	NA	NA	NA	NA	NA	NA
"ENSG00000232411.1_AC009495.2"	0	0	0	NA	0	0
"ENSG00000232412.1_AL121601.1"	0	0	0	0	0	0
"ENSG00000232413.1_AL589923.1"	NA	NA	NA	NA	NA	NA
"ENSG00000232415.1_ELN-AS1"	0	0.401561243928991	0	0	0.826038354702804	-1.54874086864845
"ENSG00000232416.3_BPESC1"	NA	NA	NA	NA	NA	NA
"ENSG00000232418.1_AC074348.1"	NA	NA	NA	NA	NA	NA
"ENSG00000232419.1_TTTY19"	NA	NA	NA	NA	NA	NA
"ENSG00000232420.2_IL9RP2"	NA	NA	NA	NA	NA	NA
"ENSG00000232422.1_KNOP1P4"	NA	0	NA	NA	0	NA
"ENSG00000232423.6_PRAMEF6"	NA	NA	NA	NA	NA	NA
"ENSG00000232424.1_USP9YP29"	NA	NA	NA	NA	NA	NA
"ENSG00000232429.3_RPL21P131"	0	0	0	NA	0	NA
"ENSG00000232430.1_RPL31P15"	NA	NA	NA	NA	NA	NA
"ENSG00000232431.3_AC055876.1"	NA	NA	NA	NA	-1.25589612950482	NA
"ENSG00000232433.2_GXYLT1P3"	NA	NA	NA	NA	NA	NA
"ENSG00000232434.2_AJM1"	0	0	0	0	0	0
"ENSG00000232436.1_AL360013.2"	NA	NA	NA	NA	NA	NA
"ENSG00000232437.1_RPS26P42"	NA	-2.19339719387601	NA	NA	0	NA
"ENSG00000232439.1_RPL18AP7"	0	0	0	NA	0	0
"ENSG00000232442.1_MHENCR"	0	0	0	0	0	0
"ENSG00000232444.1_AC010745.4"	NA	NA	NA	NA	NA	NA
"ENSG00000232445.2_EMSLR"	0	0	0	0	0	0
"ENSG00000232446.1_AC129850.1"	NA	NA	NA	NA	NA	NA
"ENSG00000232447.1_MTND5P3"	NA	NA	NA	NA	NA	NA
"ENSG00000232448.2_AL354824.2"	0	0	0	NA	0	0
"ENSG00000232450.1_AL133517.1"	0	0	0	0	0	0
"ENSG00000232451.2_AC018467.1"	0	1.18442250149592	0	NA	1.46267225561661	NA
"ENSG00000232453.7_LINC02777"	0	0	0	0	0	0
"ENSG00000232454.2_AL138752.1"	0	-0.610980761721485	0	NA	-0.711016008369779	NA
"ENSG00000232455.2_LARS2-AS1"	NA	-1.00921499666124	NA	NA	0	NA
"ENSG00000232456.1_AL355994.2"	0	0	0	NA	0	NA
"ENSG00000232457.4_SLC16A6P1"	0	0	0	0	0	0
"ENSG00000232458.1_LINC01450"	NA	-1.26983906623115	NA	NA	0	NA
"ENSG00000232459.1_OR4F14P"	NA	NA	NA	NA	NA	NA
"ENSG00000232460.4_BMPR1AP2"	NA	0	NA	NA	0	NA
"ENSG00000232463.1_AL359265.2"	NA	NA	NA	NA	NA	NA
"ENSG00000232464.1_Z98949.2"	NA	NA	NA	NA	NA	NA
"ENSG00000232465.1_AL049765.1"	NA	NA	NA	NA	NA	NA
"ENSG00000232466.1_H3P31"	NA	-1.52906549783148	NA	NA	0	NA
"ENSG00000232467.2_TMA16P2"	NA	-1.72215706155583	NA	NA	0	NA
"ENSG00000232470.1_AL136368.1"	0	0	0	0	0	0
"ENSG00000232471.3_AC119751.1"	NA	NA	NA	NA	NA	NA
"ENSG00000232472.1_EEF1B2P3"	0	0	0	0	0	0
"ENSG00000232474.1_NCKAP5-IT1"	NA	NA	NA	NA	NA	NA
"ENSG00000232475.1_HSFY5P"	NA	NA	NA	NA	NA	NA
"ENSG00000232479.2_KRT8P52"	0	0	0	NA	0	0
"ENSG00000232480.1_TGFB2-AS1"	0	0	0	NA	-0.752401128779424	NA
"ENSG00000232482.2_AL357134.1"	0	0	0	NA	0	NA
"ENSG00000232485.3_RPL37A-DT"	0	0	0	0	0	0
"ENSG00000232486.1_DEPDC1P2"	NA	-1.20446986884784	NA	NA	-1.31864547861901	NA
"ENSG00000232487.1_RASA3-IT1"	NA	0	NA	NA	0	NA
"ENSG00000232489.1_MFAP1P1"	0	0	0	NA	0	0
"ENSG00000232490.6_OSBPL10-AS1"	0	0	0	NA	0	NA
"ENSG00000232491.1_SAPCD2P3"	NA	0	NA	NA	0	NA
"ENSG00000232492.1_NPM1P13"	NA	NA	NA	NA	NA	NA
"ENSG00000232493.2_RPL12P11"	0	-1.44694057486826	0	NA	-1.10923609973831	NA
"ENSG00000232494.1_AL161912.1"	NA	NA	NA	NA	NA	NA
"ENSG00000232496.2_RPL3P12"	0	0	0	NA	0	NA
"ENSG00000232497.1_ADIPOR1P1"	NA	NA	NA	NA	NA	NA
"ENSG00000232499.2_AL391058.1"	0	-0.632433128784694	0	0	0	0
"ENSG00000232500.2_AP005273.1"	NA	NA	NA	NA	NA	NA
"ENSG00000232502.1_AC073464.1"	NA	0	NA	NA	0	NA
"ENSG00000232503.1_CYCSP8"	NA	NA	NA	NA	NA	NA
"ENSG00000232504.5_ST3GAL5-AS1"	0	0	0	0	0	0
"ENSG00000232508.1_MRPL45P1"	0	0	0	NA	0	NA
"ENSG00000232511.4_OR2AH1P"	NA	NA	NA	NA	NA	NA
"ENSG00000232512.6_AP000233.2"	NA	NA	NA	NA	NA	NA
"ENSG00000232514.1_AL356968.1"	NA	NA	NA	NA	NA	NA
"ENSG00000232515.1_AC245060.1"	NA	NA	NA	NA	NA	NA
"ENSG00000232517.2_CSPG4BP"	0	0	0	NA	0	NA
"ENSG00000232518.3_AC074366.1"	0	-0.870248454418067	0	NA	-1.53341587271513	NA
"ENSG00000232519.2_AL353807.2"	0	-0.516557662779734	0	NA	0	NA
"ENSG00000232520.2_GCSIR"	NA	0	NA	NA	0	NA
"ENSG00000232522.1_ZNF886P"	NA	NA	NA	NA	NA	NA
"ENSG00000232524.1_AC073323.1"	NA	0	NA	NA	0	NA
"ENSG00000232525.1_SS18L2P1"	NA	NA	NA	NA	NA	NA
"ENSG00000232526.1_VDAC1P13"	NA	-1.29616327825464	NA	NA	-1.09571489678116	NA
"ENSG00000232527.8_LINC02802"	0	-0.657820305776549	0	0	0	0
"ENSG00000232528.3_AL109809.1"	0	0	0	NA	-0.624646958219767	NA
"ENSG00000232529.1_AL031773.1"	NA	NA	NA	NA	NA	NA
"ENSG00000232530.1_LIF-AS1"	0	0	0	NA	0	NA
"ENSG00000232531.3_KMT5AP2"	0	0	0	NA	0	NA
"ENSG00000232533.1_AC093673.1"	0	0	0	0	0	0
"ENSG00000232535.2_OR5H8"	NA	-2.17200450899578	NA	NA	NA	NA
"ENSG00000232536.1_AL365436.2"	0	0	0	0	0	0
"ENSG00000232537.2_AC092810.2"	NA	NA	NA	NA	NA	NA
"ENSG00000232539.1_LINC00945"	NA	0	NA	NA	0	NA
"ENSG00000232540.1_RPL36P19"	NA	NA	NA	NA	NA	NA
"ENSG00000232542.1_DPYD-IT1"	0	-1.20447805145852	0	NA	0	NA
"ENSG00000232543.2_IGHD4-11"	NA	NA	NA	NA	NA	NA
"ENSG00000232545.1_AC253536.3"	0	0	0	0	0	0
"ENSG00000232546.1_AC027644.1"	0	0	0	0	0	0
"ENSG00000232548.1_LINC01809"	NA	NA	NA	NA	NA	NA
"ENSG00000232549.1_SRD5A1P1"	NA	NA	NA	NA	NA	NA
"ENSG00000232551.2_MTCO1P14"	NA	NA	NA	NA	NA	NA
"ENSG00000232553.3_CLK2P1"	0	0	0	NA	0	NA
"ENSG00000232554.9_RSU1P2"	NA	-1.5926168564165	NA	NA	0	NA
"ENSG00000232555.2_AC104088.1"	0	0	0	NA	0	0
"ENSG00000232556.1_PRCPP1"	NA	NA	NA	NA	NA	NA
"ENSG00000232557.3_AL590609.2"	NA	NA	NA	NA	NA	NA
"ENSG00000232558.1_KCND3-IT1"	NA	NA	NA	NA	NA	NA
"ENSG00000232560.7_LINC01549"	NA	0	NA	NA	0	NA
"ENSG00000232562.1_TPMTP3"	NA	NA	NA	NA	NA	NA
"ENSG00000232563.1_CRB3P1"	NA	0	NA	NA	NA	NA
"ENSG00000232564.3_MRTFA-AS1"	0	0	0	NA	0	0
"ENSG00000232568.2_RPL23AP35"	NA	-0.995307037392277	NA	NA	0	NA
"ENSG00000232573.1_RPL3P4"	0	0	0	0	0	0
"ENSG00000232576.2_AL645638.1"	NA	NA	NA	NA	NA	NA
"ENSG00000232578.4_AC093311.1"	0	0	0	0	0	0
"ENSG00000232579.1_MTCO1P27"	NA	0	NA	NA	NA	NA
"ENSG00000232581.1_AC079742.1"	NA	NA	NA	NA	NA	NA
"ENSG00000232582.1_AC234771.3"	NA	NA	NA	NA	NA	NA
"ENSG00000232583.1_GPR143P"	NA	NA	NA	NA	0	NA
"ENSG00000232585.1_OFD1P12Y"	NA	NA	NA	NA	NA	NA
"ENSG00000232586.1_KIAA1614-AS1"	0	0	0	NA	-0.851515590800181	0
"ENSG00000232587.1_EEF1A1P3"	0	-0.559009802481723	0	0	0	0
"ENSG00000232590.1_AL451127.1"	NA	NA	NA	NA	NA	NA
"ENSG00000232591.2_LINC02642"	0	0	0	NA	-0.537014570947281	0
"ENSG00000232593.7_KANTR"	0	0	0	0	0	0
"ENSG00000232594.1_AC103563.4"	NA	0	NA	NA	0	NA
"ENSG00000232595.1_CST2P1"	NA	NA	NA	NA	NA	NA
"ENSG00000232596.3_LINC01646"	NA	NA	NA	NA	NA	NA
"ENSG00000232597.6_AC013727.1"	NA	NA	NA	NA	NA	NA
"ENSG00000232598.2_AL122034.1"	NA	0	NA	NA	NA	NA
"ENSG00000232599.1_AL008707.1"	0	0	0	NA	0	NA
"ENSG00000232600.3_TONSL-AS1"	0	0	0	0	0	0
"ENSG00000232601.1_ANAPC15P2"	NA	NA	NA	NA	NA	NA
"ENSG00000232603.1_AC245291.3"	NA	NA	NA	NA	NA	NA
"ENSG00000232604.1_AC010967.2"	NA	NA	NA	NA	NA	NA
"ENSG00000232605.2_HMGN2P11"	NA	NA	NA	NA	NA	NA
"ENSG00000232606.2_LINC01412"	0	0	0	NA	0	NA
"ENSG00000232608.1_TIMM9P2"	0	0	0	NA	0	NA
"ENSG00000232610.1_CCT6P4"	NA	NA	NA	NA	NA	NA
"ENSG00000232611.1_AL683813.1"	0	0	0	0	0	0
"ENSG00000232612.1_RPL31P35"	NA	0	NA	NA	NA	NA
"ENSG00000232613.6_LINC02576"	0	0	0	0	-0.461531069889284	1.77071719257047
"ENSG00000232614.1_USP9YP9"	NA	NA	NA	NA	NA	NA
"ENSG00000232615.4_AC026412.2"	0	-0.664666923148159	0	-1.68684171442063	-0.60302412599441	0
"ENSG00000232617.1_AC017019.1"	NA	NA	NA	NA	NA	NA
"ENSG00000232618.2_AL355304.1"	0	0	0	0	0	0
"ENSG00000232620.1_TSPY17P"	NA	NA	NA	NA	NA	NA
"ENSG00000232621.1_C4BPAP2"	0	-1.01943744457859	0	NA	0	0
"ENSG00000232622.1_AC114482.1"	NA	NA	NA	NA	NA	NA
"ENSG00000232623.1_MRAP-AS1"	0	-0.763045817043434	0	NA	0	NA
"ENSG00000232624.8_LINC01517"	0	0	0	NA	0	0
"ENSG00000232625.1_RPL23AP31"	0	0	0	NA	0	NA
"ENSG00000232626.3_AC099336.1"	0	-0.630972376131542	0	NA	0	NA
"ENSG00000232627.1_AC021876.1"	NA	-1.33059986384144	NA	NA	-1.68493339106278	NA
"ENSG00000232628.6_AC092809.2"	0	0.556077140649473	0	0	0	0
"ENSG00000232629.9_HLA-DQB2"	0	0	0	0	0	0
"ENSG00000232630.1_PRPS1P2"	0	0	0	0	0	0
"ENSG00000232631.1_MTND2P23"	NA	NA	NA	NA	NA	NA
"ENSG00000232633.4_AC079465.1"	0	0	0	NA	0	NA
"ENSG00000232634.1_NEFLP1"	NA	NA	NA	NA	0	NA
"ENSG00000232636.2_AL360267.1"	NA	NA	NA	NA	NA	NA
"ENSG00000232638.1_AL390294.1"	NA	NA	NA	NA	NA	NA
"ENSG00000232640.1_AL354892.2"	0	-0.286778786320003	0	0	0	0
"ENSG00000232642.2_AC008073.2"	0	0	0	NA	0	0
"ENSG00000232643.2_LINC00385"	NA	NA	NA	NA	NA	NA
"ENSG00000232644.1_AC005297.2"	NA	NA	NA	NA	NA	NA
"ENSG00000232645.5_LINC01431"	0	0	0	0	0	0
"ENSG00000232646.1_AL731563.1"	NA	-1.13187064687229	NA	NA	0	NA
"ENSG00000232647.1_POLR3KP1"	NA	NA	NA	NA	NA	NA
"ENSG00000232648.4_AC107214.1"	0	-0.42957750358947	0	0	0	0
"ENSG00000232650.6_LINC01780"	NA	0	NA	NA	0	NA
"ENSG00000232653.8_GOLGA8N"	0	0.319424029112283	0	0	0	0
"ENSG00000232654.1_FAM136BP"	NA	0	NA	NA	0	NA
"ENSG00000232655.1_LINC01656"	NA	NA	NA	NA	NA	NA
"ENSG00000232656.8_IDI2-AS1"	0	0	0	0	0	0
"ENSG00000232658.1_SLC44A3P1"	NA	NA	NA	NA	NA	NA
"ENSG00000232661.1_CFTR-AS1"	NA	NA	NA	NA	NA	NA
"ENSG00000232662.2_LDHBP1"	NA	0	NA	NA	0	NA
"ENSG00000232663.2_AL139415.2"	NA	NA	NA	NA	NA	NA
"ENSG00000232664.2_LARP1BP3"	NA	NA	NA	NA	NA	NA
"ENSG00000232665.2_PHBP10"	NA	NA	NA	NA	NA	NA
"ENSG00000232667.10_AC004862.1"	NA	NA	NA	NA	0	NA
"ENSG00000232668.1_AC010967.3"	NA	NA	NA	NA	NA	NA
"ENSG00000232671.6_ZNF687-AS1"	0	0	0	0	0	0
"ENSG00000232672.1_ACTG1P21"	NA	-0.740146370191097	NA	NA	0	NA
"ENSG00000232675.7_AL121830.1"	NA	0	NA	NA	NA	NA
"ENSG00000232676.1_ADH5P2"	NA	NA	NA	NA	NA	NA
"ENSG00000232677.9_LINC00665"	0	-0.546257066094343	0	0	-0.520475037529659	0
"ENSG00000232678.2_SPTLC1P4"	NA	0	NA	NA	0	NA
"ENSG00000232679.2_LINC01705"	0	0	0	0	0	0
"ENSG00000232680.2_AC002511.1"	0	0	0	NA	-1.17692610811433	0
"ENSG00000232682.2_AL592430.1"	0	0	0	0	0	0
"ENSG00000232684.1_ATP11A-AS1"	0	0	0	NA	0	0
"ENSG00000232685.5_LINC00442"	NA	NA	NA	NA	NA	NA
"ENSG00000232687.1_RPL12P9"	0	0	0	NA	0	NA
"ENSG00000232688.2_LINC01628"	NA	NA	NA	NA	NA	NA
"ENSG00000232690.1_HSPE1P9"	NA	NA	NA	NA	NA	NA
"ENSG00000232692.1_AP001596.1"	0	0	0	0	0	0
"ENSG00000232693.2_AC012370.1"	NA	0	NA	NA	0	NA
"ENSG00000232695.1_ELOCP17"	NA	NA	NA	NA	NA	NA
"ENSG00000232696.1_AC017006.2"	NA	-0.940194972691253	NA	NA	-1.04459659540635	NA
"ENSG00000232699.3_BDH2P1"	0	-0.540368603062655	0	NA	0	NA
"ENSG00000232701.1_RPL21P108"	NA	NA	NA	NA	NA	NA
"ENSG00000232702.3_AL158050.1"	0	0	0	NA	0	NA
"ENSG00000232706.3_NUTM2HP"	0	0	0	NA	0.541549955333412	0
"ENSG00000232707.1_AP1B1P2"	NA	NA	NA	NA	NA	NA
"ENSG00000232709.1_MARK2P9"	0	0	0	NA	0	0
"ENSG00000232710.1_AC254562.2"	NA	0	NA	NA	0	NA
"ENSG00000232712.6_KIZ-AS1"	0	-0.565622232341059	0	0	0	0
"ENSG00000232713.2_RPS12P3"	0	0	0	0	0	0
"ENSG00000232714.1_MTND3P8"	NA	NA	NA	NA	NA	NA
"ENSG00000232715.1_LINC01022"	NA	1.56877846266459	NA	NA	0	NA
"ENSG00000232716.2_AC016831.3"	NA	0	NA	NA	0	NA
"ENSG00000232717.2_TRIM51JP"	NA	0	NA	NA	0	NA
"ENSG00000232718.1_GAPDHP48"	NA	NA	NA	NA	NA	NA
"ENSG00000232719.1_AC007272.1"	0	0	0	NA	0	NA
"ENSG00000232721.2_AC239800.2"	0	0	0	NA	1.76378267131021	0
"ENSG00000232722.3_MROH4P"	NA	NA	NA	NA	NA	NA
"ENSG00000232723.1_RPS17P7"	NA	NA	NA	NA	NA	NA
"ENSG00000232724.1_TRIM80P"	0	0	0	0	0	0
"ENSG00000232725.1_U52111.1"	0	0	0	0	0	0
"ENSG00000232727.2_YWHAEP1"	0	0	0	NA	0	NA
"ENSG00000232728.1_PHB2P1"	NA	NA	NA	NA	NA	NA
"ENSG00000232729.8_AC211433.1"	0	0	0	0	0	0
"ENSG00000232730.1_FAM8A4P"	NA	NA	NA	NA	1.24018173733052	NA
"ENSG00000232732.11_AC097717.1"	0	0	0	NA	0	0
"ENSG00000232734.1_ATP5MC1P7"	NA	NA	NA	NA	NA	NA
"ENSG00000232735.2_ATG4AP1"	NA	NA	NA	NA	NA	NA
"ENSG00000232736.1_AC007551.1"	NA	0	NA	NA	0	NA
"ENSG00000232738.1_AL353612.1"	NA	NA	NA	NA	NA	NA
"ENSG00000232739.1_AL607028.1"	0	0	0	NA	0	NA
"ENSG00000232740.1_LINC01826"	NA	NA	NA	NA	NA	NA
"ENSG00000232742.3_RHOQP2"	0	0	0	0	0	0
"ENSG00000232743.2_ELF2P3"	NA	NA	NA	NA	NA	NA
"ENSG00000232744.1_USP9YP16"	NA	NA	NA	NA	NA	NA
"ENSG00000232746.1_LINC02022"	NA	NA	NA	NA	NA	NA
"ENSG00000232747.2_IGKV1D-35"	0	-0.783294063769561	0	NA	0	NA
"ENSG00000232748.3_AC135050.1"	0	0	0	0	0	0
"ENSG00000232749.2_AL162726.4"	NA	NA	NA	NA	NA	NA
"ENSG00000232750.2_AL139132.1"	0	-0.997905768366431	0	NA	-0.665648966110368	NA
"ENSG00000232751.1_AL645568.2"	NA	-0.984425995472931	NA	NA	0	NA
"ENSG00000232752.1_MTCO3P21"	NA	NA	NA	NA	NA	NA
"ENSG00000232754.1_AL035658.1"	0	0	0	NA	0	NA
"ENSG00000232756.1_AC004990.1"	0	0	0	0	0	0
"ENSG00000232757.1_ETF1P1"	0	-0.36517985265655	0	0	0	0
"ENSG00000232759.1_AC002480.1"	0	0	0	0	-0.997274203755437	0
"ENSG00000232760.1_AC103564.2"	NA	0	NA	NA	NA	NA
"ENSG00000232762.1_AL355483.2"	NA	-0.99650885372179	NA	NA	0	NA
"ENSG00000232764.1_TRIM60P8Y"	NA	NA	NA	NA	NA	NA
"ENSG00000232765.6_AL158819.1"	0	0	0	NA	0	NA
"ENSG00000232766.1_KIAA1143P2"	NA	NA	NA	NA	NA	NA
"ENSG00000232767.2_AC016825.1"	NA	NA	NA	NA	NA	NA
"ENSG00000232768.1_AL356320.1"	0	-1.64496115227547	0	NA	0	NA
"ENSG00000232771.2_PPP1R26P5"	NA	NA	NA	NA	NA	NA
"ENSG00000232772.1_MTND4P22"	NA	NA	NA	NA	NA	NA
"ENSG00000232773.2_DEFB130D"	NA	NA	NA	NA	NA	NA
"ENSG00000232774.8_AL355916.1"	0	0	0	0	0	0
"ENSG00000232775.6_BMS1P22"	0	0	0	NA	0	0
"ENSG00000232777.1_MRPL51P2"	NA	NA	NA	NA	NA	NA
"ENSG00000232778.1_RPL23AP50"	NA	-1.05810901467225	NA	NA	0	NA
"ENSG00000232780.2_GAPDHP74"	NA	0	NA	NA	0	NA
"ENSG00000232783.5_FRG2FP"	NA	NA	NA	NA	NA	NA
"ENSG00000232786.1_TIMM9P3"	NA	NA	NA	NA	NA	NA
"ENSG00000232787.2_OR7L1P"	NA	0	NA	NA	0	NA
"ENSG00000232788.1_ITGA6-AS1"	0	0	0	0	0	0
"ENSG00000232789.1_AC053503.2"	NA	NA	NA	NA	NA	NA
"ENSG00000232790.3_LINC01162"	NA	0	NA	NA	0	NA
"ENSG00000232791.4_OR11I1P"	NA	NA	NA	NA	NA	NA
"ENSG00000232792.2_FTH1P25"	NA	0	NA	NA	0	NA
"ENSG00000232793.2_DNAJC19P8"	NA	-1.20347561404149	NA	NA	0	NA
"ENSG00000232794.1_HNRNPDP1"	0	0	0	NA	0	NA
"ENSG00000232795.1_SCAND3P1"	NA	-1.09891812251362	NA	NA	0	NA
"ENSG00000232797.1_FAM207CP"	NA	NA	NA	NA	NA	NA
"ENSG00000232798.1_CR769767.1"	NA	NA	NA	NA	NA	NA
"ENSG00000232799.1_CRYGFP"	NA	NA	NA	NA	NA	NA
"ENSG00000232800.1_SLC7A15P"	NA	NA	NA	NA	NA	NA
"ENSG00000232801.1_SDCBPP3"	0	0	0	NA	0	NA
"ENSG00000232803.1_SLCO4A1-AS1"	0	0	0	0	0	0
"ENSG00000232805.1_NIP7P1"	NA	NA	NA	NA	NA	NA
"ENSG00000232806.1_AP001610.3"	0	0	0	NA	0	NA
"ENSG00000232807.2_AL137186.2"	0	0	0	0	0	0
"ENSG00000232808.1_TTTY20"	NA	NA	NA	NA	NA	NA
"ENSG00000232809.1_VDAC1P10"	NA	NA	NA	NA	NA	NA
"ENSG00000232810.4_TNF"	0	0	0	0	-0.703660507145179	0
"ENSG00000232811.1_AL360270.1"	0	0	0	0	0	0
"ENSG00000232812.2_LINC01717"	NA	0	NA	NA	NA	NA
"ENSG00000232813.1_S100A11P6"	NA	0	NA	NA	NA	NA
"ENSG00000232814.2_COL4A2-AS1"	0	0	0	NA	0	0
"ENSG00000232815.1_DUX4L50"	0	0	0	0	0	0
"ENSG00000232817.1_AC073188.4"	NA	NA	NA	NA	NA	NA
"ENSG00000232818.2_RPS2P32"	0	-0.447985111989657	0	0	0	0
"ENSG00000232821.1_AC003986.2"	NA	0	NA	NA	-1.0429286400877	NA
"ENSG00000232823.2_TXNP1"	NA	0	NA	NA	0	NA
"ENSG00000232824.1_PRR13P1"	NA	-1.80082637271229	NA	NA	NA	NA
"ENSG00000232825.3_AL445433.2"	NA	NA	NA	NA	NA	NA
"ENSG00000232827.3_LINC01189"	NA	NA	NA	NA	NA	NA
"ENSG00000232828.1_AC231533.1"	NA	0	NA	NA	0	NA
"ENSG00000232829.3_GSTO3P"	NA	0	NA	NA	NA	NA
"ENSG00000232830.5_AC110994.1"	NA	-1.74015244530389	NA	NA	0	NA
"ENSG00000232832.1_LMLN-AS1"	NA	0	NA	NA	0	NA
"ENSG00000232834.1_AC112492.3"	NA	NA	NA	NA	NA	NA
"ENSG00000232835.1_AC107057.1"	0	0	0	NA	0	NA
"ENSG00000232837.1_LINC01700"	NA	0	NA	NA	0	NA
"ENSG00000232838.4_PET117"	0	0	0	0	0	0
"ENSG00000232841.1_BRWD1P3"	NA	-1.51252904263337	NA	NA	0	NA
"ENSG00000232842.2_KAT7P1"	0	0	0	NA	0	NA
"ENSG00000232843.2_SNX18P2"	0	-1.52237102228756	0	NA	0	NA
"ENSG00000232845.1_TRAPPC2P9"	NA	NA	NA	NA	NA	NA
"ENSG00000232846.1_SLC25A6P3"	NA	0	NA	NA	0	NA
"ENSG00000232848.1_AL034417.1"	0	-0.480075451141816	0	NA	-0.811100516133202	0
"ENSG00000232849.2_LINC00363"	NA	NA	NA	NA	NA	NA
"ENSG00000232850.3_PTGES2-AS1"	0	0	0	0	0	0
"ENSG00000232851.3_ATP5MFP3"	NA	NA	NA	NA	NA	NA
"ENSG00000232852.1_CICP4"	NA	0	NA	NA	0	NA
"ENSG00000232853.1_LUZP4P1"	NA	NA	NA	NA	NA	NA
"ENSG00000232855.7_AF165147.1"	0	0	0	0	0	0
"ENSG00000232857.2_KATNBL1P2"	NA	0	NA	NA	0	NA
"ENSG00000232858.1_RPL34P27"	0	0	0	NA	0	0
"ENSG00000232859.10_LYRM9"	0	0.214776451279281	0	0	0.301480335670665	0
"ENSG00000232860.8_SMG7-AS1"	0	0	0	0	0	0
"ENSG00000232862.5_AL138787.1"	0	0	0	0	0.810897306623806	-2.01505114114275
"ENSG00000232864.1_NUCKS1P1"	NA	NA	NA	NA	NA	NA
"ENSG00000232867.1_AL355433.1"	NA	NA	NA	NA	NA	NA
"ENSG00000232869.2_TRBV29-1"	0	0	0	0	0	0
"ENSG00000232871.8_SEC1P"	0	0.358197893471423	0	0	0	0
"ENSG00000232872.2_CTAGE3P"	0	0	0	NA	0	0
"ENSG00000232873.1_RPL23AP93"	NA	NA	NA	NA	0	NA
"ENSG00000232874.1_AC080129.2"	0	0	0	0	0	0
"ENSG00000232875.1_HMGN2P35"	NA	0	NA	NA	0	NA
"ENSG00000232876.1_AL353596.1"	0	0	0	NA	0	NA
"ENSG00000232878.3_DPYD-AS1"	0	0	0	0	-1.35197877220441	0
"ENSG00000232879.2_GLRX5P2"	0	0	0	0	0	0
