"female_normal_vs_deep"	"female_normal_vs_shallow"	"female_shallow_vs_deep"	"male_normal_vs_deep"	"male_normal_vs_shallow"	"male_shallow_vs_deep"
"ENSG00000204396.11_VWA7"	0	0	0	0	0.495455346495618	0
"ENSG00000204397.8_CARD16"	0	0.33454235949321	0	0	0	0
"ENSG00000204398.5_AL359649.1"	NA	NA	NA	NA	NA	NA
"ENSG00000204399.3_AC012306.1"	NA	NA	NA	NA	NA	NA
"ENSG00000204403.9_CASP12"	0	0.777090268297322	0	0	0	0
"ENSG00000204406.14_MBD5"	0	0	0	0	0	0
"ENSG00000204410.16_MSH5"	0	0	0	0	0	0
"ENSG00000204414.13_CSHL1"	NA	NA	NA	NA	NA	NA
"ENSG00000204420.10_MPIG6B"	0	0.871317068853708	0	0	0	0
"ENSG00000204421.3_LY6G6C"	0	0	0	0	0.914544661101456	0
"ENSG00000204422.7_AL662899.1"	NA	NA	NA	NA	NA	NA
"ENSG00000204424.10_LY6G6F"	NA	NA	NA	NA	NA	NA
"ENSG00000204427.12_ABHD16A"	0	0	0	0	0	0
"ENSG00000204428.12_LY6G5C"	0	0.327237694670025	0	0	0.236932446622636	0
"ENSG00000204429.4_AL451142.1"	0	0	0	NA	0	NA
"ENSG00000204434.6_POTEKP"	0	-0.77072728196151	0	NA	0	0
"ENSG00000204435.15_CSNK2B"	0	-0.183520500468588	0	0	0	0
"ENSG00000204437.7_CTSLP6"	NA	NA	NA	NA	0	NA
"ENSG00000204438.11_GPANK1"	0	0	0	0	0	0
"ENSG00000204439.4_C6orf47"	0	0	0	0	0	0
"ENSG00000204442.4_FAM155A"	0	-0.43231424068583	0	0	0	0
"ENSG00000204444.11_APOM"	0	0	0	0	0.425776466983628	0
"ENSG00000204446.4_LINC02872"	0	0	0	NA	0	NA
"ENSG00000204449.3_TRIM49C"	NA	0	NA	NA	0	NA
"ENSG00000204450.8_TRIM64"	NA	NA	NA	NA	NA	NA
"ENSG00000204455.7_TRIM51BP"	0	-0.91206677452735	0	0	0	0
"ENSG00000204456.4_AP003122.1"	NA	NA	NA	NA	NA	NA
"ENSG00000204460.3_LINC01854"	NA	0	NA	NA	0	NA
"ENSG00000204463.13_BAG6"	0	0	0	0	0.192579802450308	0
"ENSG00000204464.7_C1orf195"	0	0	0	NA	0	NA
"ENSG00000204469.13_PRRC2A"	0	-0.181553994375377	0	0	0	0
"ENSG00000204471.3_TBC1D3P4"	NA	NA	NA	NA	NA	NA
"ENSG00000204472.13_AIF1"	0	0	0	0	-0.403649779319708	0
"ENSG00000204475.10_NCR3"	0	0	0	0	0	0
"ENSG00000204478.10_PRAMEF20"	NA	NA	NA	NA	NA	NA
"ENSG00000204479.4_PRAMEF17"	NA	NA	NA	NA	NA	NA
"ENSG00000204480.8_PRAMEF19"	NA	NA	NA	NA	NA	NA
"ENSG00000204481.8_PRAMEF14"	NA	NA	NA	NA	NA	NA
"ENSG00000204482.11_LST1"	0	0.314481234390779	0	0	-0.472092390930455	0
"ENSG00000204498.11_NFKBIL1"	0	0	0	0	0	0
"ENSG00000204501.7_PRAMEF15"	NA	NA	NA	NA	NA	NA
"ENSG00000204505.4_PRAMEF9"	NA	NA	NA	NA	NA	NA
"ENSG00000204510.5_PRAMEF7"	NA	NA	NA	NA	NA	NA
"ENSG00000204511.3_MCCD1"	NA	NA	NA	NA	0	0
"ENSG00000204514.10_ZNF814"	0	0	0	0	0	0
"ENSG00000204516.10_MICB"	0	0	0	0	-0.664612538434614	1.05682908558877
"ENSG00000204518.2_AADACL4"	NA	0	NA	NA	0	NA
"ENSG00000204519.11_ZNF551"	0	0	0	0	0	0
"ENSG00000204520.14_MICA"	0	0	0	0	0	0
"ENSG00000204524.7_ZNF805"	0	0	0	0	0	0
"ENSG00000204525.17_HLA-C"	0	0	0	0	0	0
"ENSG00000204528.3_PSORS1C3"	0	1.18414874807204	0	0	0.890243919373937	0
"ENSG00000204529.4_GUCY2EP"	5.89158435624633	1.2406807712467	0	0	1.44308549822339	0
"ENSG00000204531.20_POU5F1"	0	0.820615101978139	0	0	0	0
"ENSG00000204532.7_ZSCAN5C"	NA	-0.909883828523607	NA	NA	0	NA
"ENSG00000204536.14_CCHCR1"	0	-0.320923797158303	0	0	0	0
"ENSG00000204538.4_PSORS1C2"	0	0.976992677199914	0	0	0	0
"ENSG00000204539.4_CDSN"	NA	0	NA	NA	0	NA
"ENSG00000204540.11_PSORS1C1"	0	0	0	0	0	0
"ENSG00000204542.3_C6orf15"	NA	NA	NA	NA	0	0
"ENSG00000204544.5_MUC21"	0	-0.791047372973219	0	0	0	0
"ENSG00000204547.7_DEFB122"	NA	NA	NA	NA	NA	NA
"ENSG00000204548.4_DEFB121"	NA	NA	NA	NA	NA	NA
"ENSG00000204555.3_CFTRP3"	NA	NA	NA	NA	NA	NA
"ENSG00000204556.4_AL450124.1"	NA	NA	NA	0	0	0
"ENSG00000204560.10_DHX16"	0	0	0	0	0	0
"ENSG00000204564.12_C6orf136"	0	0	0	0	0.24474422881714	0
"ENSG00000204568.12_MRPS18B"	0	-0.191270922799231	0	0	0	0
"ENSG00000204569.10_PPP1R10"	0	0	0	0	0	0
"ENSG00000204571.6_KRTAP5-11"	NA	NA	NA	NA	NA	NA
"ENSG00000204572.10_KRTAP5-10"	0	0	0	0	0	0
"ENSG00000204574.14_ABCF1"	0	-0.182310215480888	0	0	0	0
"ENSG00000204576.12_PRR3"	0	-0.202464764806272	0	0	0	0
"ENSG00000204577.11_LILRB3"	0	0.284921221396868	0	0	0	0
"ENSG00000204580.13_DDR1"	0	0	0	0	0.224366570216493	0
"ENSG00000204581.3_ACOXL-AS1"	0	0.376413087750564	0	0	0	0
"ENSG00000204583.10_LRCOL1"	0	0	0	0	0	0
"ENSG00000204584.1_AC027801.1"	0	0	0	0	0	0
"ENSG00000204588.5_LINC01123"	0	0	0	0	-0.418718245069758	0
"ENSG00000204590.12_GNL1"	0	-0.179336843529049	0	0	0	0
"ENSG00000204592.9_HLA-E"	0	0	0	0	0	0
"ENSG00000204595.1_DPRX"	NA	NA	NA	NA	NA	NA
"ENSG00000204599.14_TRIM39"	0	0	0	0	0.148490567181961	0
"ENSG00000204603.7_LINC01257"	NA	NA	NA	0	0	0
"ENSG00000204604.12_ZNF468"	0	0	0	0	0	0
"ENSG00000204610.13_TRIM15"	0	0	0	0	1.00665003253859	0
"ENSG00000204611.7_ZNF616"	0	0	0	0	0	0
"ENSG00000204612.1_FOXB2"	NA	NA	NA	NA	NA	NA
"ENSG00000204613.11_TRIM10"	0	0.72956332569568	0	0	0	0
"ENSG00000204614.9_TRIM40"	0	0	0	0	0	0
"ENSG00000204616.11_TRIM31"	0	0	0	0	0.991845340984977	0
"ENSG00000204618.8_RNF39"	0	0	0	0	0	0
"ENSG00000204619.8_PPP1R11"	0	0	0	0	0.167412422189248	0
"ENSG00000204620.3_AC115618.1"	0	0	0	0	0	0
"ENSG00000204622.11_HLA-J"	0	0	0	0	0	0
"ENSG00000204623.9_ZNRD1ASP"	0	0	0	0	0	0
"ENSG00000204624.8_DISP3"	0	0	0	0	0	0
"ENSG00000204625.10_HCG9"	0	0	0	0	0	0
"ENSG00000204628.12_RACK1"	0	0	0	0	0.247192999198982	0
"ENSG00000204632.11_HLA-G"	0	-0.741590876613092	0	0	0	0
"ENSG00000204634.13_TBC1D8"	0	0	0	0	0	0
"ENSG00000204637.4_ARPP19P2"	NA	NA	NA	NA	NA	NA
"ENSG00000204640.1_NMS"	NA	NA	NA	NA	NA	NA
"ENSG00000204642.14_HLA-F"	0	0	0	0	0	0
"ENSG00000204644.10_ZFP57"	0	0	0	0	0	0
"ENSG00000204648.11_SSX9P"	NA	NA	NA	NA	NA	NA
"ENSG00000204650.14_LINC02210"	0	0	0	0	0	0
"ENSG00000204652.6_RPS26P8"	0	0	0	NA	0	0
"ENSG00000204653.10_ASPDH"	0	0	0	0	0	0
"ENSG00000204655.12_MOG"	NA	-0.701404111827382	NA	NA	0	NA
"ENSG00000204657.4_OR2H2"	0	-0.796495875358467	0	NA	-0.800174166536964	NA
"ENSG00000204658.5_CST9LP2"	NA	0	NA	NA	NA	NA
"ENSG00000204659.5_CBY3"	0	0	0	NA	0	0
"ENSG00000204661.9_C5orf60"	0	-0.453603544438791	0	NA	0	NA
"ENSG00000204662.2_CST9LP1"	NA	NA	NA	NA	NA	NA
"ENSG00000204663.9_CST13P"	NA	NA	NA	NA	NA	NA
"ENSG00000204666.3_AC010624.1"	0	0.571530143673276	0	0	1.49641841569381	0
"ENSG00000204669.11_C9orf57"	NA	0	NA	NA	0	NA
"ENSG00000204670.7_IGKV1OR2-3"	0	-0.63301298436839	0	2.65831435710026	0	2.66896053187904
"ENSG00000204671.2_IL31"	NA	NA	NA	NA	NA	NA
"ENSG00000204673.11_AKT1S1"	0	0	0	0	0	0
"ENSG00000204677.13_FAM153CP"	0	0.591229132511743	0	0	0	0
"ENSG00000204681.11_GABBR1"	0	0	0	0	0	0
"ENSG00000204682.8_MIR1915HG"	0	0	0	0	0	0
"ENSG00000204684.4_AL133464.1"	NA	0	NA	NA	0	NA
"ENSG00000204685.7_STARD7-AS1"	0	0	0	0	0	0
"ENSG00000204687.4_MAS1L"	0	0.798626429769677	0	NA	0	NA
"ENSG00000204688.9_OR2H1"	NA	NA	NA	NA	NA	NA
"ENSG00000204694.11_OR11A1"	NA	NA	NA	NA	NA	NA
"ENSG00000204695.4_OR14J1"	NA	NA	NA	NA	0	NA
"ENSG00000204697.3_OR2U1P"	NA	NA	NA	NA	NA	NA
"ENSG00000204699.4_UBTFL3"	NA	NA	NA	NA	NA	NA
"ENSG00000204700.5_OR2J2"	NA	NA	NA	NA	NA	NA
"ENSG00000204701.2_OR2J3"	NA	0	NA	NA	0	NA
"ENSG00000204702.5_OR2J1"	NA	NA	NA	NA	NA	NA
"ENSG00000204703.5_OR2B3"	NA	NA	NA	NA	NA	NA
"ENSG00000204704.2_OR2W1"	NA	NA	NA	NA	NA	NA
"ENSG00000204705.3_UBTFL5"	NA	NA	NA	NA	NA	NA
"ENSG00000204706.14_MAMDC2-AS1"	0	0	0	0	0	0
"ENSG00000204709.4_LINC01556"	0	-0.580042957657201	0	0	0	0
"ENSG00000204710.2_SPDYC"	0	0	0	0	0	0
"ENSG00000204711.9_C9orf135"	0	0	0	0	0	0
"ENSG00000204713.11_TRIM27"	0	0	0	0	0	0
"ENSG00000204718.3_CNN2P12"	NA	0	NA	NA	NA	NA
"ENSG00000204740.11_MALRD1"	0	0	0	0	0	0
"ENSG00000204745.4_AC083899.1"	0	0	0	0	0	0
"ENSG00000204754.3_LINC01951"	NA	NA	NA	NA	NA	NA
"ENSG00000204758.8_AC008429.1"	0	0	0	0	0	0
"ENSG00000204764.14_RANBP17"	0	0	0	0	0	0
"ENSG00000204767.4_INSYN2B"	0	-1.26754664097889	0	0	0	0
"ENSG00000204776.6_IGKV1OR-3"	0	0	0	3.82996360552567	0	3.69806396474168
"ENSG00000204778.4_CBWD4P"	0	0	0	0	0	0
"ENSG00000204779.2_FOXD4L5"	NA	0	NA	NA	0	NA
"ENSG00000204780.5_IGKV1OR9-1"	NA	0	NA	NA	0	NA
"ENSG00000204787.8_REG1CP"	NA	NA	NA	NA	NA	NA
"ENSG00000204789.4_ZNF204P"	0	0	0	0	0.403722795305622	0
"ENSG00000204790.9_AL163540.1"	0	0	0	NA	0	0
"ENSG00000204791.10_SMPD5"	-1.92043142389701	0	-1.87378043317031	0	0	0
"ENSG00000204792.2_LINC01291"	0	0	0	0	0	0
"ENSG00000204801.7_FGF7P7"	NA	NA	NA	NA	NA	NA
"ENSG00000204802.3_AL590399.1"	NA	0	NA	NA	0	NA
"ENSG00000204805.9_AL391987.2"	0	0	0	NA	0	0
"ENSG00000204814.5_AL935212.1"	NA	NA	NA	NA	NA	NA
"ENSG00000204815.10_TTC25"	0	0	0	0	0.770858760222528	-1.43749438787235
"ENSG00000204816.5_FGF7P5"	NA	NA	NA	NA	NA	NA
"ENSG00000204818.4_ADGRF5P2"	NA	NA	NA	NA	NA	NA
"ENSG00000204822.7_MRPL53"	NA	NA	NA	NA	NA	NA
"ENSG00000204832.10_ST8SIA6-AS1"	NA	NA	NA	0	0	0
"ENSG00000204837.5_FGF7P3"	NA	NA	NA	NA	NA	NA
"ENSG00000204839.9_MROH6"	0	-0.352293403991941	0	0	0	0
"ENSG00000204842.18_ATXN2"	0	-0.145357712079887	0	0	0	0
"ENSG00000204843.12_DCTN1"	0	0	0	0	0.215495280917772	0
"ENSG00000204849.10_SPATA31A1"	NA	NA	NA	NA	NA	NA
"ENSG00000204850.4_AC011484.1"	0	0	0	0	0	0
"ENSG00000204851.7_PNMA8B"	0	0	0	0	0	0
"ENSG00000204852.16_TCTN1"	0	0	0	0	0	0
"ENSG00000204856.12_FAM216A"	0	-0.344627380845377	0	0	-0.466642941159565	0
"ENSG00000204859.13_ZBTB48"	0	0	0	0	0	0
"ENSG00000204860.5_FAM201A"	0	0.400358506305169	0	0	0	0
"ENSG00000204866.8_IGFL2"	0	0	0	0	0	0
"ENSG00000204869.8_IGFL4"	0	0	0	0	0	0
"ENSG00000204872.4_NAT8B"	0	0	0	0	-0.526486012733743	0
"ENSG00000204873.5_KRTAP9-3"	NA	NA	NA	NA	NA	NA
"ENSG00000204876.4_AC021218.1"	NA	NA	NA	0	1.25365728370677	0
"ENSG00000204880.8_KRTAP4-8"	NA	NA	NA	NA	NA	NA
"ENSG00000204882.4_GPR20"	0	0	0	0	0.500479155677746	0
"ENSG00000204887.4_KRTAP1-4"	NA	NA	NA	NA	NA	NA
"ENSG00000204889.10_KRT40"	NA	NA	NA	0	0	0
"ENSG00000204894.4_AC104692.1"	0	0	0	0	-1.29804647067243	0
"ENSG00000204897.7_KRT25"	NA	NA	NA	NA	NA	NA
"ENSG00000204899.6_MZT1"	0	0	0	0	0	0
"ENSG00000204904.7_LINC01545"	0	0	0	0	0	0
"ENSG00000204909.8_SPINK9"	0	0	0	NA	0	0
"ENSG00000204913.6_LRRC3C"	0	0	0	NA	0	NA
"ENSG00000204915.3_MFFP3"	NA	NA	NA	NA	NA	NA
"ENSG00000204918.3_PRR20B"	NA	NA	NA	NA	NA	NA
"ENSG00000204919.1_PRR20A"	NA	NA	NA	NA	NA	NA
"ENSG00000204920.11_ZNF155"	0	0	0	0.757846992380199	0	0.782210829803745
"ENSG00000204922.5_UQCC3"	0	0	0	0	-0.306449699065905	0
"ENSG00000204923.4_FBXO48"	0	-0.222265186229965	0	0	0	0
"ENSG00000204928.2_GRXCR2"	NA	0	NA	NA	0	NA
"ENSG00000204929.13_AC007389.1"	0	0	0	0	0	0
"ENSG00000204930.10_FAM221B"	0	0	0	0	0	0
"ENSG00000204933.3_CD177P1"	0	0	0	NA	-1.64761978913769	NA
"ENSG00000204934.10_ATP6V0E2-AS1"	0	-0.505135555676403	0	0	-0.636771768764121	0
"ENSG00000204936.10_CD177"	0	-0.993154801845242	0	0	-2.80257909175762	0
"ENSG00000204941.14_PSG5"	NA	0	NA	NA	0	NA
"ENSG00000204946.10_ZNF783"	0	-0.34575493703649	0	0	0	0
"ENSG00000204947.9_ZNF425"	0	0	0	0	0	0
"ENSG00000204949.9_FAM83A-AS1"	0	-0.674198212125631	0	0	0	0
"ENSG00000204950.4_LRRC10B"	0	0	0	0	0.768721164445788	0
"ENSG00000204952.3_FBXO47"	0	-0.621550980360471	0	NA	0	NA
"ENSG00000204954.10_C12orf73"	0	-0.179495010997518	0	0	0	0
"ENSG00000204956.5_PCDHGA1"	0	-0.651272279724298	0	0	0	0
"ENSG00000204959.4_ARHGEF34P"	0	0	0	0	0	0
"ENSG00000204960.7_BLACE"	NA	NA	NA	NA	NA	NA
"ENSG00000204961.7_PCDHA9"	0	-0.597759853356556	0	0	0	0
"ENSG00000204962.6_PCDHA8"	0	0	0	0	0	0
"ENSG00000204963.6_PCDHA7"	0	0	0	0	0	0
"ENSG00000204965.9_PCDHA5"	0	0	0	0	0	0
"ENSG00000204967.12_PCDHA4"	0	0	0	0	0	0
"ENSG00000204969.7_PCDHA2"	0	0	0	0	0	0
"ENSG00000204970.10_PCDHA1"	NA	NA	NA	NA	NA	NA
"ENSG00000204971.3_AP000812.1"	0	0	0	NA	0	NA
"ENSG00000204977.10_TRIM13"	0	0	0	0	0.279698752373503	0
"ENSG00000204978.3_ERICH4"	0	0	0	NA	0.61388063525921	0
"ENSG00000204979.8_MS4A13"	NA	NA	NA	NA	NA	NA
"ENSG00000204982.3_PRSS3P4"	NA	0	NA	NA	0	NA
"ENSG00000204983.14_PRSS1"	0	1.33181215644614	0	3.56035003830138	2.0724448837782	0
"ENSG00000204989.3_OR4D8P"	NA	NA	NA	NA	NA	NA
"ENSG00000204990.3_AC005692.1"	NA	NA	NA	NA	NA	NA
"ENSG00000204991.11_SPIRE2"	0	0	0	0	0.491494898622903	0
"ENSG00000204993.3_CRTC1P1"	NA	NA	NA	NA	NA	NA
"ENSG00000205002.4_AARD"	0	0	0	0	0	0
"ENSG00000205015.1_LINC02138"	NA	NA	NA	NA	NA	NA
"ENSG00000205018.2_AC092384.1"	0	0	0	NA	0	NA
"ENSG00000205022.9_PABPN1L"	NA	0	NA	NA	0	NA
"ENSG00000205025.8_OR5G5P"	0	1.13900147483848	0	NA	0	NA
"ENSG00000205029.1_OR5D16"	NA	NA	NA	NA	NA	NA
"ENSG00000205030.1_OR5L2"	NA	NA	NA	NA	NA	NA
"ENSG00000205035.8_AC136759.1"	0	-1.16178880022534	0	NA	-1.74667754396762	0
"ENSG00000205037.2_AC134312.1"	0	0.623822593871348	0	NA	0	NA
"ENSG00000205038.12_PKHD1L1"	0	0.467353746694598	0	0	0	0
"ENSG00000205041.1_AC118344.1"	0	0	0	0	0	0
"ENSG00000205044.5_AC027369.1"	NA	NA	NA	NA	NA	NA
"ENSG00000205045.11_SLFN12L"	0	0	0	0	0	0
"ENSG00000205054.8_LINC01121"	0	0	0	0	-1.27598905239431	0
"ENSG00000205056.8_LINC02397"	0	0	0	0	-0.687437552643676	0
"ENSG00000205057.6_CLLU1-AS1"	0	0	0	0	0	0
"ENSG00000205060.11_SLC35B4"	0	0	0	0	0	0
"ENSG00000205076.4_LGALS7"	0	0	0	0	0	0
"ENSG00000205078.6_SYCE1L"	0	0	0	0	0	0
"ENSG00000205084.11_TMEM231"	0	0	0	0	0.375807045689607	0
"ENSG00000205085.12_FAM71F2"	0	0	0	0	0	0
"ENSG00000205086.8_C2orf91"	0	0.763160761589293	0	0	0	0
"ENSG00000205089.8_CCNI2"	0	0	0	0	0	0
"ENSG00000205090.9_TMEM240"	0	0	0	0	0	0
"ENSG00000205097.7_FRG2"	NA	NA	NA	NA	0	NA
"ENSG00000205100.2_HSP90AA4P"	0	0	0	NA	0	0
"ENSG00000205105.6_COX17P1"	0	0	0	0	0	0
"ENSG00000205106.4_LINC02716"	-2.28337579764428	0.562941574661923	-2.8463173723062	0	0	0
"ENSG00000205108.6_FAM205A"	0	-0.702377686367588	0	NA	0	NA
"ENSG00000205111.8_CDKL4"	0	0	0	0	0	0
"ENSG00000205116.3_TMEM88B"	0	-0.714758933455588	0	0	0	0
"ENSG00000205126.2_ACCSL"	NA	0	NA	NA	0	NA
"ENSG00000205129.8_C4orf47"	0	0	0	0	0	0
"ENSG00000205133.12_TRIQK"	0	0	0	0	0	0
"ENSG00000205138.4_SDHAF1"	0	0	0	0	0	0
"ENSG00000205143.3_ARID3C"	0	-0.764116554441579	0	0	-0.824614778740312	0
"ENSG00000205155.8_PSENEN"	0	-0.370541338833069	0	0	0	0
"ENSG00000205174.4_C7orf66"	NA	NA	NA	NA	NA	NA
"ENSG00000205176.3_REXO1L1P"	NA	NA	NA	NA	NA	NA
"ENSG00000205177.6_C11orf91"	0	0.695306912474528	0	NA	0	0
"ENSG00000205181.7_LINC00654"	0	0	0	0	0	0
"ENSG00000205184.2_SLC10A5P1"	NA	NA	NA	NA	NA	NA
"ENSG00000205186.4_FABP9"	NA	0	NA	NA	0	NA
"ENSG00000205189.12_ZBTB10"	0	-0.813731667895603	0	0	-0.562570423492016	0.932196378462096
"ENSG00000205208.5_C4orf46"	0	-0.387682883237768	0	0	-0.320844743653938	0
"ENSG00000205209.7_SCGB2B2"	0	0	0	0	0	0
"ENSG00000205212.5_CCDC144NL"	0	0	0	NA	0	0
"ENSG00000205213.14_LGR4"	0	0	0	0	0	0
"ENSG00000205215.8_KRT17P7"	NA	NA	NA	NA	NA	NA
"ENSG00000205220.12_PSMB10"	0	0	0	0	0	0
"ENSG00000205221.12_VIT"	0	0	0	0	0	0
"ENSG00000205231.1_TTLL10-AS1"	0	0.620437222547591	0	0	0.815064203787691	0
"ENSG00000205236.6_AC105052.1"	NA	NA	NA	NA	NA	NA
"ENSG00000205238.9_SPDYE2"	0	-0.380378860147015	0	0	0	0
"ENSG00000205240.4_OR7E36P"	0	0	0	NA	1.27286252082202	-3.12149052861063
"ENSG00000205250.9_E2F4"	0	0	0	0	0	0
"ENSG00000205266.10_KRT17P5"	NA	0	NA	NA	1.79252667120703	NA
"ENSG00000205267.5_DGAT2L7P"	NA	NA	NA	NA	NA	NA
"ENSG00000205268.11_PDE7A"	0	0	0	0	0	0
"ENSG00000205269.6_TMEM170B"	0	0	0	0	0	0
"ENSG00000205274.3_TRBV20OR9-2"	NA	NA	NA	NA	0	NA
"ENSG00000205277.9_MUC12"	0	0	0	0	0	0
"ENSG00000205279.8_CTXN3"	NA	0	NA	NA	0	NA
"ENSG00000205293.5_LINC01602"	0	0	0	NA	0	0
"ENSG00000205300.3_AL356414.1"	NA	0	NA	NA	-1.02601148506029	NA
"ENSG00000205301.12_MGAT4D"	NA	0	NA	NA	1.45330812250641	NA
"ENSG00000205302.7_SNX2"	0	0	0	0	0	0
"ENSG00000205307.12_SAP25"	NA	NA	NA	NA	NA	NA
"ENSG00000205309.14_NT5M"	0	-0.321356612475296	0	0	-0.357798104851896	0
"ENSG00000205312.8_KRT17P4"	NA	0	NA	NA	0	NA
"ENSG00000205318.5_GCNT2P1"	0	0	0	NA	-0.543155853701997	NA
"ENSG00000205323.9_SARNP"	0	0	0	0	0	0
"ENSG00000205325.3_AC005863.1"	NA	0	NA	NA	0	NA
"ENSG00000205327.3_OR6C68"	NA	NA	NA	NA	NA	NA
"ENSG00000205328.2_OR6C65"	NA	NA	NA	NA	NA	NA
"ENSG00000205329.2_OR6C3"	NA	NA	NA	NA	NA	NA
"ENSG00000205330.4_OR6C1"	NA	NA	NA	NA	NA	NA
"ENSG00000205331.5_OR6C72P"	NA	NA	NA	NA	NA	NA
"ENSG00000205333.5_GOLGA2P1"	NA	NA	NA	NA	NA	NA
"ENSG00000205334.2_LINC01460"	0	0	0	0	0	0
"ENSG00000205336.14_ADGRG1"	0	0	0	0	0	0
"ENSG00000205339.10_IPO7"	0	0	0	0	0	0
"ENSG00000205352.11_PRR13"	0	0	0	0	0	0
"ENSG00000205356.10_TECPR1"	0	0	0	0	0	0
"ENSG00000205358.4_MT1H"	0	-0.770017750507527	0	0	-1.53251189030724	0
"ENSG00000205359.10_SLCO6A1"	0	0	0	0	0	0
"ENSG00000205360.6_MT1CP"	NA	NA	NA	NA	NA	NA
"ENSG00000205361.8_MT1DP"	0	0	0	0	-0.863576851309117	0
"ENSG00000205362.11_MT1A"	0	0	0	0	-0.731503785882088	0
"ENSG00000205363.6_INSYN1"	0	0	0	0	1.1420478223683	0
"ENSG00000205364.4_MT1M"	0	0	0	0	0	0
"ENSG00000205396.11_LINC00661"	NA	NA	NA	NA	NA	NA
"ENSG00000205403.13_CFI"	0	0	0	0	0	0
"ENSG00000205409.3_OR52E6"	NA	NA	NA	NA	0	NA
"ENSG00000205412.5_HNRNPA1P20"	NA	0	NA	NA	0	NA
"ENSG00000205413.8_SAMD9"	0	0	0	0	0	0
"ENSG00000205414.1_AC007608.1"	0	0	0	0	0	0
"ENSG00000205420.11_KRT6A"	4.9608255031448	3.14673840684274	0	0	0	0
"ENSG00000205423.11_CNEP1R1"	0	0	0	0	-0.196027897733317	0
"ENSG00000205424.2_PCBP3-AS1"	NA	-1.46518222125304	NA	NA	-1.40993352608465	NA
"ENSG00000205426.10_KRT81"	0	-0.909711630427523	0	0	-1.10289507629223	0
"ENSG00000205433.4_SNRPGP6"	NA	NA	NA	NA	NA	NA
"ENSG00000205436.7_EXOC3L4"	0	0.521968014502318	0	0	0	0
"ENSG00000205439.10_KRTAP12-3"	NA	NA	NA	NA	NA	NA
"ENSG00000205442.13_IZUMO3"	NA	NA	NA	NA	NA	NA
"ENSG00000205444.3_KU-MEL-3"	0	0	0	NA	0	NA
"ENSG00000205445.3_KRTAP10-2"	NA	0	NA	NA	0	NA
"ENSG00000205449.11_NBPF22P"	NA	0	NA	NA	0	NA
"ENSG00000205452.5_AC140658.1"	NA	NA	NA	NA	NA	NA
"ENSG00000205456.11_TP53TG3D"	0	0	0	NA	0	NA
"ENSG00000205457.11_TP53TG3C"	NA	NA	NA	NA	NA	NA
"ENSG00000205464.12_ATP6AP1L"	0	0	0	0	0	0
"ENSG00000205476.9_CCDC85C"	0	0	0	0	0	0
"ENSG00000205482.9_SPDYE18"	0	0	0	0	0	0
"ENSG00000205485.13_AC004980.1"	0	0	0	0	0	0
"ENSG00000205488.9_CALML3-AS1"	0	-1.13218241454631	0	0	-1.03890230833921	0
"ENSG00000205494.9_OR52A4P"	NA	NA	NA	NA	NA	NA
"ENSG00000205495.1_OR52J3"	NA	NA	NA	NA	NA	NA
"ENSG00000205496.1_OR51A2"	NA	NA	NA	NA	NA	NA
"ENSG00000205497.4_OR51A4"	NA	NA	NA	NA	NA	NA
"ENSG00000205500.8_MAPRE3-AS1"	0	0	0	NA	-0.501890762289974	NA
"ENSG00000205502.4_C2CD4B"	0	0	0	0	0	0
"ENSG00000205517.13_RGL3"	0	0	0	0	0	0
"ENSG00000205531.13_NAP1L4"	0	0	0	0	0	0
"ENSG00000205534.6_SMG1P2"	0	0	0	0	0	0
"ENSG00000205537.2_AC121338.1"	0	-0.494643624512759	0	NA	0	0
"ENSG00000205542.11_TMSB4X"	0	0	0	0	0	0
"ENSG00000205544.4_TMEM256"	0	0	0	0	0	0
"ENSG00000205549.10_C9orf92"	NA	0	NA	NA	0	NA
"ENSG00000205559.5_CHKB-DT"	0	0	0	0	0	0
"ENSG00000205560.13_CPT1B"	0	0	0	0	0	0
"ENSG00000205562.3_AL049775.1"	0	-1.06824096148932	0	0	0	0
"ENSG00000205571.14_SMN2"	0	0	0	0	0	0
"ENSG00000205572.10_SERF1B"	0	0	0	0	0	0
"ENSG00000205578.6_POM121B"	0	0	0	0	0	0
"ENSG00000205579.3_DYNLL1P1"	0	0	0	NA	0	NA
"ENSG00000205581.11_HMGN1"	0	0	0	0	0	0
"ENSG00000205583.13_STAG3L1"	0	0	0	0	0	0
"ENSG00000205584.6_AC211476.1"	NA	0	NA	NA	0	NA
"ENSG00000205592.15_MUC19"	0	0	0	NA	0	NA
"ENSG00000205593.12_DENND6B"	0	0.27000724946714	0	0	0	0
"ENSG00000205596.4_AC068533.1"	NA	NA	NA	NA	NA	NA
"ENSG00000205609.13_EIF3CL"	0	0.581772439185	0	0	0	0
"ENSG00000205611.5_LINC01597"	0	-1.22605813125057	0	0	-1.35942559260781	1.95586413517066
"ENSG00000205622.11_AP001042.1"	0	0	0	0	0	0
"ENSG00000205625.2_AL591499.1"	NA	NA	NA	NA	NA	NA
"ENSG00000205628.4_LINC01446"	0	0	0	0	-1.39554475192225	0
"ENSG00000205629.12_LCMT1"	0	0	0	0	0	0
"ENSG00000205632.4_LINC01310"	NA	0	NA	NA	0	NA
"ENSG00000205634.7_LINC00898"	0	0	0	0	0	0
