"LUAD_NORMAL_DEEP"	"LUAD_NORMAL_SHALLOW"	"LUAD_SHALLOW_DEEP"	"LUAD_MALE_FEMALE"	"LUAD_MALE_NORMAL_DEEP"	"LUAD_MALE_NORMAL_SHALLOW"	"LUAD_MALE_SHALLOW_DEEP"	"LUAD_FEMALE_NORMAL_DEEP"	"LUAD_FEMALE_NORMAL_SHALLOW"	"LUAD_FEMALE_SHALLOW_DEEP"
"ENSG00000160284.15_SPATC1L"	0	0	0	0	0	0	0	0	0	0
"ENSG00000160285.15_LSS"	0	0	0	0	0	0	0	0	0	0
"ENSG00000160293.17_VAV2"	0	0	0	0	0	0	0	0	0	0
"ENSG00000160294.11_MCM3AP"	0	0	0	0	0	0	0	0	0	0
"ENSG00000160298.18_C21orf58"	0	0	0	0	0	0	0	0	0	0
"ENSG00000160299.17_PCNT"	0	0	0	0	0	0	0	0	0	0
"ENSG00000160305.18_DIP2A"	0	0	0	0	0	0	0	0	0	0
"ENSG00000160307.10_S100B"	0	0	0	0	0	0	0	0	0	0
"ENSG00000160310.18_PRMT2"	0	0	0	0	0	0	0	0	0	0
"ENSG00000160318.6_CLDND2"	0	0	0	0	0	0	0	0	0	0
"ENSG00000160321.15_ZNF208"	0	0	0	0	0	0	0	0	0	0
"ENSG00000160323.19_ADAMTS13"	0	0	0	0	0	0	0	0	0	0
"ENSG00000160325.15_CACFD1"	0	0	0	0	0	0	0	0	0	0
"ENSG00000160326.14_SLC2A6"	0	0	0	0	0	0	0	0	0	0
"ENSG00000160336.16_ZNF761"	0	0	0	0	0	0	0	0	0	0
"ENSG00000160339.16_FCN2"	0	0	0	0	0	0	0	0	0	0
"ENSG00000160345.13_C9orf116"	0	0.452510952641649	0	0	0	0.782256314446123	-1.76540388027338	0	0	0
"ENSG00000160349.10_LCN1"	0	0.940941397140856	0	0.860182725028252	0	1.14250250589386	0	0	0	0
"ENSG00000160352.16_ZNF714"	0	-0.546796172700681	0	0	0	-0.659232112958476	0	0	0	0
"ENSG00000160360.13_GPSM1"	0	0	0	0	0	0	0	0	0	0
"ENSG00000160392.13_C19orf47"	0	0	0	0	0	0	0	0	0	0
"ENSG00000160396.9_HIPK4"	0	0	0	0	0	0	0	0	0	0
"ENSG00000160401.15_CFAP157"	0	0.801935440616782	0	0	0	1.20720086136953	0	0	0	0
"ENSG00000160404.18_TOR2A"	0	0	0	0	0	0	0	0	0	0
"ENSG00000160408.15_ST6GALNAC6"	0	0	0	0	0	0	0	0	0	0
"ENSG00000160410.15_SHKBP1"	0	0	0	0	0	0	0	0	0	0
"ENSG00000160439.16_RDH13"	0	0	0	0	0	0	0	0	0	0
"ENSG00000160445.11_ZER1"	0	0	0	0	0	0	0	0	0	0
"ENSG00000160446.19_ZDHHC12"	0	0	0	0	0	0	0	0	0	0
"ENSG00000160447.7_PKN3"	0	0.244557094253016	0	0	0	0.450326655884038	0	0	0	0
"ENSG00000160460.16_SPTBN4"	0	0	0	0	0	0	0	0	0	0
"ENSG00000160469.17_BRSK1"	0	0	0	0	0	0	0	0	0	0
"ENSG00000160471.13_COX6B2"	0	0	0	0.653608156733188	0	0	0	0	0	0
"ENSG00000160472.5_TMEM190"	0	0.907410469872203	0	0	0	1.62340478565964	0	0	0	0
"ENSG00000160505.16_NLRP4"	0	0	0	0	0	0	0	0	0	0
"ENSG00000160539.6_PLPP7"	0	0	0	0	0	0	0	0	0	0
"ENSG00000160551.12_TAOK1"	0	0	0	0	0	0	0	0	0	0
"ENSG00000160563.14_MED27"	0	-0.211307041014927	0	0	0	0	0	0	-0.281589694348319	0
"ENSG00000160570.14_DEDD2"	0	0	0	0	0	0	0	0	0	0
"ENSG00000160584.16_SIK3"	0	0	0	0	0	0	0	0	0	0
"ENSG00000160588.10_MPZL3"	0	0	0	0	0	0	0	0	0	0
"ENSG00000160593.19_JAML"	0	0	0	0	0	0	0	0	0	0
"ENSG00000160602.14_NEK8"	0	0	0	0	0	0	0	0	0	0
"ENSG00000160606.11_TLCD1"	0	0	0	0	0	0	0	0	0	0
"ENSG00000160613.14_PCSK7"	0	0	0	0	0	0	0	0	0	0
"ENSG00000160633.13_SAFB"	0	0	0	0	0	0	0	0	0	0
"ENSG00000160654.11_CD3G"	0	0	0	0	0	0	0	0	0	0
"ENSG00000160678.12_S100A1"	0	0	0	0	0	0	0	0	0	0
"ENSG00000160679.13_CHTOP"	0	0	0	0	0	0	0	0	0	0
"ENSG00000160683.5_CXCR5"	0	0	0	-0.680401418356585	0	0	0	0	0	0
"ENSG00000160685.13_ZBTB7B"	0	0	0	0	0	0	0	0	0	0
"ENSG00000160688.19_FLAD1"	0	0	0	0	0	0	0	0	0	0
"ENSG00000160691.19_SHC1"	0	0	0	0	0	0	0	0	0	0
"ENSG00000160695.15_VPS11"	0	0	0	0	0	0	0	0	0	0
"ENSG00000160703.16_NLRX1"	0	0	0	0	0	0	0	0	0	0
"ENSG00000160710.17_ADAR"	0	0	0	0	0	0	0	0	0	0
"ENSG00000160712.13_IL6R"	0	0	0	0	0	0	0	0	0	0
"ENSG00000160714.10_UBE2Q1"	0	0	0	0	0	0	0	0	0	0
"ENSG00000160716.6_CHRNB2"	0	0	0	2.05563559493051	0	0	0	0	1.18923704311586	0
"ENSG00000160741.17_CRTC2"	0	0	0	0	0	0	0	0	0	0
"ENSG00000160746.13_ANO10"	0	0	0	0	0	0	0	0	0	0
"ENSG00000160752.15_FDPS"	0	0	0	0	0	0	0	0	0	0
"ENSG00000160753.16_RUSC1"	0	0	0	0	0	0	0	0	0	0
"ENSG00000160766.14_GBAP1"	0	0	0	0	0	0	0	0	0	0
"ENSG00000160767.21_FAM189B"	0	0	0	0	0	0	0	0	0	0
"ENSG00000160781.17_PAQR6"	0	0	0	0	0	0	0	0	0	0
"ENSG00000160783.19_PMF1"	0	0	0	0	0	0	0	0	0	0
"ENSG00000160785.13_SLC25A44"	0	0	0	0	0	0	0	0	0	0
"ENSG00000160789.22_LMNA"	0	0	0	0	0	0	0	0	0	0
"ENSG00000160791.13_CCR5"	0	0	0	0	0	0	0	0	0	0
"ENSG00000160796.18_NBEAL2"	0	0.443283715561162	0	0	0	0.44401729204659	0	0	0.441182501938026	0
"ENSG00000160799.11_CCDC12"	0	0	0	0	0	0	0	0	0	0
"ENSG00000160801.14_PTH1R"	0	0.410660436017659	0	0	0	0	0	0	0.680393423726262	0
"ENSG00000160803.8_UBQLN4"	0	0	0	0	0	0	0	0	0	0
"ENSG00000160808.11_MYL3"	0	0	0	0	0	0	0	0	0	0
"ENSG00000160813.7_PPP1R35"	0	0	0	0	0	0	0	0	0	0
"ENSG00000160818.17_GPATCH4"	0	0	0	0	0	0	0	0	0	0
"ENSG00000160838.14_LRRC71"	0	1.08007248727425	0	0	0	1.58802443101307	0	0	0	0
"ENSG00000160856.21_FCRL3"	0	0	0	-0.535061494031761	0	0	0	0	0	0
"ENSG00000160862.13_AZGP1"	0	0	0	0	0	0	0	0	0	0
"ENSG00000160867.15_FGFR4"	0	0.706416574243915	0	0	0	0	0	0	0.823223066353654	0
"ENSG00000160868.15_CYP3A4"	0	0	0	0	0	0	0	0	0	0
"ENSG00000160870.15_CYP3A7"	0	0	0	0	0	0	0	0	0	0
"ENSG00000160877.6_NACC1"	0	0	0	0	0	0	0	0	0	0
"ENSG00000160882.13_CYP11B1"	0	-7.58212141877908	8.3979401364495	7.5324851561406	0	-8.85466351264148	0	0	0	0
"ENSG00000160883.11_HK3"	0	0	0	0	0	0	0	0	0	0
"ENSG00000160886.13_LY6K"	0	0	0	0	0	0	0	0	0	0
"ENSG00000160888.7_IER2"	0	0	0	0	0	0	0	0	0	0
"ENSG00000160908.15_ZNF394"	0	0	0	0	0	0	0	0	0	0
"ENSG00000160917.15_CPSF4"	0	-0.306971161165643	0	0	0	0	0	0	-0.324360215249914	0
"ENSG00000160932.11_LY6E"	0	0	0	0	0	0	0	0	0	0
"ENSG00000160948.14_VPS28"	0	0	0	0	0	0	0	0	0	0
"ENSG00000160949.17_TONSL"	0	-0.328408717177427	0	0	0	0	0	0	-0.531758278209706	0
"ENSG00000160951.4_PTGER1"	0	0	0	0	0	0	0	0	0	0
"ENSG00000160953.16_PWWP3A"	0	0	0	0	0	0	0	0	0	0
"ENSG00000160957.14_RECQL4"	0	-0.489483783604552	0	0	0	0	0	0	-0.742341245721161	0
"ENSG00000160959.8_LRRC14"	0	-0.206998465349209	0	0	0	0	0	0	0	0
"ENSG00000160961.12_ZNF333"	0	0	0	0	0	0	0	0	0	0
"ENSG00000160963.14_COL26A1"	0	-0.496541149641225	0	0	0	0	0	0	0	0
"ENSG00000160972.9_PPP1R16A"	0	0	0	0	0	0	0	0	0	0
"ENSG00000160973.8_FOXH1"	0	0	0	0.779448622539925	0	0	0	0	0	0
"ENSG00000160991.16_ORAI2"	0	-0.303083688892707	0	0	0	0	0	0	-0.349015379909112	0
"ENSG00000160993.4_ALKBH4"	0	0	0	0	0	0	0	0	0	0
"ENSG00000160994.4_CCDC105"	0	0	0	0	0	0	0	0	0	0
"ENSG00000160999.10_SH2B2"	0	-0.286027525390602	0	0	0	0	0	0	0	0
"ENSG00000161010.15_MRNIP"	0	0	0	0	0	0	0	0	0	0
"ENSG00000161011.20_SQSTM1"	0	0	0	0	0	0	0	0	0	0
"ENSG00000161013.17_MGAT4B"	0	0	0	0	0	0	0	0	0	0
"ENSG00000161016.18_RPL8"	0	0	0	0	0	0	0	0	-0.336303259895628	0
"ENSG00000161021.13_MAML1"	0	0	0	0	0	0	0	0	0	0
"ENSG00000161031.13_PGLYRP2"	0	0	0	0	0	0	0	0	0	0
"ENSG00000161036.13_LRWD1"	0	0	0	0	0	0	0	0	0	0
"ENSG00000161040.16_FBXL13"	0	0	0	0.581609847246589	0	0	0	0	-0.590922959646556	0
"ENSG00000161048.11_NAPEPLD"	0	0	0	0	0	0	0	0	0	0
"ENSG00000161055.4_SCGB3A1"	0	1.93851923092031	0	0	0	1.82845595857637	0	0	2.02995309115233	0
"ENSG00000161057.13_PSMC2"	0	-0.159157953569857	0	0	0	0	0	0	0	0
"ENSG00000161082.13_CELF5"	0	0	0	0	0	0	0	0	0	0
"ENSG00000161091.13_MFSD12"	0	0	0	0	0	0	0	0	0	0
"ENSG00000161103.11_AC008132.1"	0	0	0	0	0	0	0	0	0	0
"ENSG00000161132.6_AC007663.1"	0	0.467326902268511	0	-0.600996759968582	0	0	0	0	0	0
"ENSG00000161133.16_USP41"	0	0	0	0	0	0	0	0	0	0
"ENSG00000161149.12_TUBA3FP"	0	0	0	0	0	0	0	0	0	0
"ENSG00000161179.14_YDJC"	0	-0.317531027501116	0	0	0	0	0	0	0	0
"ENSG00000161180.11_CCDC116"	0	0	0	0	0	0	0	0	0	0
"ENSG00000161202.20_DVL3"	0	0	0	0	0	0	0	0	0	0
"ENSG00000161203.13_AP2M1"	0	0	0	0	0	0	0	0	0	0
"ENSG00000161204.11_ABCF3"	0	0	0	0	0	0	0	0	0	0
"ENSG00000161217.12_PCYT1A"	0	0	0	0	0	0	0	0	0	0
"ENSG00000161243.9_FBXO27"	0	0	0	0	0	0	0	0	0	0
"ENSG00000161249.21_DMKN"	0	0	0	0	0	0	0	0	0	0
"ENSG00000161265.15_U2AF1L4"	0	0	0	0	0	0	0	0	0	0
"ENSG00000161267.12_BDH1"	0	0	0	0	0	0	0	0	0	0
"ENSG00000161270.20_NPHS1"	0	0	0	0	0	0	0	0	0	0
"ENSG00000161277.11_THAP8"	0	-0.293751995609269	0	0	0	0	0	0	-0.39971753288344	0
"ENSG00000161281.11_COX7A1"	0	0	0	0	0	0	0	0	0	0
"ENSG00000161298.18_ZNF382"	0	-0.424433648128795	0	0	0	-0.53695725978698	0	0	0	0
"ENSG00000161328.11_LRRC56"	0	0	0	0	0	0	0	0	0	0
"ENSG00000161381.14_PLXDC1"	0	0	0	0	0	0	0	0	0	0
"ENSG00000161395.14_PGAP3"	0	0	0	0	0	0.605909109080429	0	0	0	0
"ENSG00000161405.17_IKZF3"	0	0	0	0	0	0	0	0	0	0
"ENSG00000161509.14_GRIN2C"	0	-0.932768340749133	0	0	0	0	0	0	-1.17933482256975	0
"ENSG00000161513.12_FDXR"	0	0.243960630235542	0	0	0	0	0	0	0	0
"ENSG00000161526.15_SAP30BP"	0	0	0	0	0	0	0	0	0	0
"ENSG00000161533.12_ACOX1"	0	0	0	0	0	0	0	0	0	0
"ENSG00000161542.17_PRPSAP1"	0	0	0	0	0	0	0	0	0	0
"ENSG00000161544.10_CYGB"	0	0	0	0	0	0	0	0	0	0
"ENSG00000161547.17_SRSF2"	0	0	0	0	0	0	0	0	0	0
"ENSG00000161551.14_ZNF577"	0	0	0	0	0	0	0	0	0	0
"ENSG00000161558.11_TMEM143"	0	0.192083004392859	0	0	0	0	0	0	0	0
"ENSG00000161594.7_KLHL10"	0	0	0	0	0	0	0	0	0	0
"ENSG00000161609.10_KASH5"	0	0	0	0	0	0	0	0	0	0
"ENSG00000161610.1_HCRT"	0	0	0	1.00103936761104	0	0	0	0	0	0
"ENSG00000161618.10_ALDH16A1"	0	0	0	0	0	0	0	0	0	0
"ENSG00000161634.12_DCD"	0	0	0	0	0	0	0	0	0	0
"ENSG00000161638.11_ITGA5"	0	0	0	0	0	0	0	0	0	0
"ENSG00000161640.15_SIGLEC11"	0	0	0	0	0	0	0	0	0	0
"ENSG00000161642.18_ZNF385A"	0	0	0	0	0	0	0	0	0	0
"ENSG00000161643.13_SIGLEC16"	0	0	0	0	0	0	0	0	0	0
"ENSG00000161647.19_MPP3"	0	0	0	0	0	0	0	0	0	0
"ENSG00000161649.13_CD300LG"	0	1.44503840625627	0	0	0	0	0	0	2.01824603104572	0
"ENSG00000161652.12_IZUMO2"	0	0	0	0	0	0	0	0	0	0
"ENSG00000161653.11_NAGS"	0	0	0	0	0	0	0	0	0	0
"ENSG00000161654.10_LSM12"	0	0	0	0	0	0	0	0	0	0
"ENSG00000161664.7_ASB16"	0	0	0	0	0	0	0	0	0	0
"ENSG00000161671.17_EMC10"	0	0	0	0	0	0	0	0	0	0
"ENSG00000161677.12_JOSD2"	0	0	0	0	0	0	0	0	0	0
"ENSG00000161681.16_SHANK1"	0	0	0	0.461309982102027	0	0	0	0	0	0
"ENSG00000161682.15_FAM171A2"	0	-1.1686537206555	0	0	0	-0.758524378739493	0	0	-1.44829205594918	0
"ENSG00000161692.18_DBF4B"	0	-0.266906004928533	0	0	0	0	0	0	0	0
"ENSG00000161714.12_PLCD3"	0	0.657350414260309	0	0	0	0.806445285061769	0	0	0.500445583210226	0
"ENSG00000161791.14_FMNL3"	0	0	0	0	0	0	0	0	0	0
"ENSG00000161798.7_AQP5"	0	0	0	0	0	0	0	0	0	0
"ENSG00000161800.13_RACGAP1"	0	-0.371517257711044	0	0	0	0	0	0	0	0
"ENSG00000161807.3_OR7G1"	0	0	0	0	0	0	0	0	0	0
"ENSG00000161813.22_LARP4"	0	0	0	0	0	0	0	0	0	0
"ENSG00000161835.11_TAMALIN"	0	0	0	0	0	0	0	0	0	0
"ENSG00000161847.14_RAVER1"	0	0	0	0	0	0	0	0	0	0
"ENSG00000161849.3_KRT84"	0	0	0	0	0	0	0	0	0	0
"ENSG00000161850.3_KRT82"	0	0	0	0	0	0	0	0	0	0
"ENSG00000161860.8_SYCE2"	0	-0.240937709652452	0	0	0	0	0	0	0	0
"ENSG00000161888.11_SPC24"	0	-0.444418011128839	0	0	0	0	0	0	-0.558037320930127	0
"ENSG00000161896.12_IP6K3"	0	-1.15089331926733	0	0	0	-1.85568721257109	0	0	0	0
"ENSG00000161904.12_LEMD2"	0	0	0	0	0	0	0	0	0	0
"ENSG00000161905.13_ALOX15"	0	1.05783833040742	0	0	0	1.25794594079156	0	0	0	0
"ENSG00000161911.11_TREML1"	0	0	0	0	0	0	0	0	0	0
"ENSG00000161912.18_ADCY10P1"	0	0	0	0	0	0	0	0	0	0
"ENSG00000161914.10_ZNF653"	0	0	0	0	0	0	0	0	0	0
"ENSG00000161920.11_MED11"	0	0.200130817282728	0	0	0	0	0	0	0	0
"ENSG00000161921.17_CXCL16"	0	0.260712350876568	0	0	0	0	0	0	0	0
"ENSG00000161929.15_SCIMP"	0	0	0	0	0	0	0	0	0	0
"ENSG00000161939.19_RNASEK-C17orf49"	0	0	0	0	0	0	0	0	0	0
"ENSG00000161940.11_BCL6B"	0	0.330912410742532	0	0	0	0	0	0	0.409027953756327	0
"ENSG00000161944.16_ASGR2"	0	-0.526775442224455	0	0.580482808479632	0	-1.51074462790116	0	0	0.491513180581345	0
"ENSG00000161955.16_TNFSF13"	0	0.419781199486558	0	0	0	0.395168489966356	0	0	0.438436627800488	0
"ENSG00000161956.13_SENP3"	0	0	0	0	0	0	0	0	0	0
"ENSG00000161958.11_FGF11"	0	0	0	0	0	0	0	0	0	0
"ENSG00000161960.16_EIF4A1"	0	0	0	0	0	0	0	0	0	0
"ENSG00000161970.15_RPL26"	0	0	0	0	0	0	0	0	0	0
"ENSG00000161973.11_CCDC42"	0	0	0	0	0	-0.917922366340113	0	0	0	0
"ENSG00000161980.6_POLR3K"	0	0	0	0	0	0	0	0	0	0
"ENSG00000161981.11_SNRNP25"	0	0	0	0	0	0	0	0	0	0
"ENSG00000161992.6_PRR35"	0	0	0	0	0	0	0	0	0	0
"ENSG00000161996.19_WDR90"	0	0	0	0	0	0	0	0	0	0
"ENSG00000161999.13_JMJD8"	0	0	0	0	0	0	0	0	0	0
"ENSG00000162004.18_CCDC78"	0	0.706635773924088	0	0	0	1.09708355730547	0	0	0	0
"ENSG00000162006.9_MSLNL"	-2.84092823322426	1.31067131476566	0	0.971053421390655	0	1.36827161297533	0	0	1.15516550550284	0
"ENSG00000162009.8_SSTR5"	0	0	0	0	0	0	0	0	0	0
"ENSG00000162032.16_SPSB3"	0	0	0	0	0	0	0	0	0	0
"ENSG00000162039.17_MEIOB"	0	-0.922486769221605	2.87376757239319	0	0	-1.42904053830992	0	0	0	0
"ENSG00000162040.7_HS3ST6"	0	0	0	0	0	0	0	0	0	0
"ENSG00000162062.15_TEDC2"	0	-0.367712082119839	0	0	0	0	0	0	-0.621894063653776	0
"ENSG00000162063.13_CCNF"	0	-0.342401661379658	0	0	0	0	0	0	-0.430069468650794	0
"ENSG00000162065.14_TBC1D24"	0	0	0	0	0	0	0	0	0	0
"ENSG00000162066.16_AMDHD2"	0	0	0	0	0	0	0	0	0	0
"ENSG00000162068.2_NTN3"	0	-0.728972195574104	0	0	0	0	0	0	-1.08942281723917	0
"ENSG00000162069.16_BICDL2"	0	0	0	0	0	0	0	0	0	0
"ENSG00000162073.14_PAQR4"	0	0	0	0	0	0	0	0	0	0
"ENSG00000162076.13_FLYWCH2"	0	0	0	0	0	0	0	0	0	0
"ENSG00000162078.11_ZG16B"	0	0.579001232062941	0	0	0	0	0	0	0	0
"ENSG00000162086.16_ZNF75A"	0	-0.18341542834971	0	0	0	0	0	0	0	0
"ENSG00000162104.10_ADCY9"	0	0	0	-0.313267093523895	0	0	0	0	0	0
"ENSG00000162105.19_SHANK2"	0	0	0	0	0	0	0	0	0	0
"ENSG00000162129.14_CLPB"	0	0	0	0	0	0	0	0	0	0
"ENSG00000162139.10_NEU3"	0	0	0	0	0	0	0	0	0	0
"ENSG00000162144.10_CYB561A3"	0	0	0	0	0	0	0	0	0	0
"ENSG00000162148.11_PPP1R32"	0	0.518058178403622	0	0	0	0.639484025088822	0	0	0	0
"ENSG00000162174.12_ASRGL1"	0	0	0	0	0	0	0	0	0	0
"ENSG00000162188.6_GNG3"	0	0	0	0	0	0	0	0	0	0
"ENSG00000162191.14_UBXN1"	0	0	0	0	0	0	0	0	0	0
"ENSG00000162194.12_LBHD1"	0	0	0	0	0	0	0	0	0	0
"ENSG00000162222.14_TTC9C"	0	0	0	0	0	0	0	0	0	0
"ENSG00000162227.8_TAF6L"	0	0	0	0	0	0	0	0	0	0
"ENSG00000162231.14_NXF1"	0	0	0	0	0	0	0	0	0	0
"ENSG00000162236.13_STX5"	0	0	0	0	0	0	0	0	0	0
"ENSG00000162241.12_SLC25A45"	0	0	0	0	0	0	0	0	0	0
"ENSG00000162244.12_RPL29"	0	0	0	0	0	0	0	0	0	0
"ENSG00000162267.12_ITIH3"	0	0	0	0	0	0	0	0	0	0
"ENSG00000162298.19_SYVN1"	0	0	0	0	0	0	0	0	0	0
"ENSG00000162300.13_ZFPL1"	0	0	0	0	0	0	0	0	0	0
"ENSG00000162302.13_RPS6KA4"	0	0	0	0	0	0	0	0	0	0
"ENSG00000162337.12_LRP5"	0	0	0	0	0	0	0	0	0	0
"ENSG00000162341.18_TPCN2"	0	0	0	0	0	0	0	0	0	0
"ENSG00000162344.4_FGF19"	0	0	0	1.45867875495724	0	0	0	0	0	0
"ENSG00000162365.12_CYP4A22"	0	0	0	0	0	0	0	0	0	0
"ENSG00000162366.8_PDZK1IP1"	0	0	0	0	0	0	0	0	0	0
"ENSG00000162367.11_TAL1"	0	0.529026042519984	0	0	0	0	0	0	0.659788843171314	0
"ENSG00000162368.13_CMPK1"	0	0	0	0	0	0	0	0	0	0
"ENSG00000162373.13_BEND5"	0	0	0	0	0	0	0	0	0	0
"ENSG00000162374.18_ELAVL4"	0	0	0	0.855217667705324	0	0	0	0	0	0
"ENSG00000162377.6_COA7"	0	-0.266211574878753	0	0	0	0	0	0	-0.261800768789511	0
"ENSG00000162378.13_ZYG11B"	0	0	0	0	0	0	0	0	0	0
"ENSG00000162383.13_SLC1A7"	0	-1.12392744869855	0	0	0	0	0	0	-1.39483232802358	0
"ENSG00000162384.14_CZIB"	0	0	0	0	0	0	0	0	0	0
"ENSG00000162385.11_MAGOH"	0	-0.222868341126671	0	0	0	0	0	0	0	0
"ENSG00000162390.18_ACOT11"	0	0	0	0	0	0	0	0	0	0
"ENSG00000162391.12_FAM151A"	0	0	0	0	0	0	0	0	0	0
"ENSG00000162396.6_PARS2"	0	0	0	0	0	0	0	0	0	0
"ENSG00000162398.11_LEXM"	0	0	0	0	0	0	0	0	0	0
"ENSG00000162399.9_BSND"	0	0	0	0.81677179389321	0	0	0	0	0	0
"ENSG00000162402.14_USP24"	0	0	0	0	0	0	0	0	0	0
"ENSG00000162407.9_PLPP3"	0	0.244881480577836	0	0	0	0	0	0	0.350078976147325	0
"ENSG00000162408.11_NOL9"	0	0	0	0	0	0	0	0	0	0
"ENSG00000162409.11_PRKAA2"	0	0	0	0	0	0	0	0	0	0
"ENSG00000162413.16_KLHL21"	0	0	0	0	0	0	0	0	0	0
"ENSG00000162415.7_ZSWIM5"	0	0	0	0	0	0	0	0	0	0
"ENSG00000162419.13_GMEB1"	0	0	0	0	0	0	0	0	0	0
"ENSG00000162426.16_SLC45A1"	0	-0.694310527786996	0	0	0	-0.642305896881271	0	0	-0.741376728567561	0
"ENSG00000162430.17_SELENON"	0	0	0	0	0	0	0	0	0	0
"ENSG00000162433.15_AK4"	0	0	0	0	0	0	0	0	0	0
"ENSG00000162434.13_JAK1"	0	0	0	0	0	0	0	0	0	0
"ENSG00000162437.14_RAVER2"	0	0	0	0	0	0	0	0	0	0
"ENSG00000162438.12_CTRC"	0	-0.546251506005813	0	0	0	0	0	0	-0.738012283379567	0
"ENSG00000162441.12_LZIC"	0	0	0	0	0	0	0	0	0	0
"ENSG00000162444.12_RBP7"	0	0	0	0	0	0	0	0	0	0
"ENSG00000162456.10_KNCN"	0	0	0	0	0	0	0	0	0	0
"ENSG00000162458.13_FBLIM1"	0	0	0	0	0	0	0	0	0	0
"ENSG00000162460.7_TMEM82"	0	0	0	0	0	0	0	0	0	0
"ENSG00000162461.8_SLC25A34"	0	0	0	0	0	0	0	0	0	0
"ENSG00000162482.5_AKR7A3"	0	0	0	0	0	0	0	0	0	0
"ENSG00000162490.7_DRAXIN"	0	0	0	0	0	0	0	0	0	0
"ENSG00000162493.16_PDPN"	0	-0.669934938076743	0	0.535837369865503	0	-1.35280661292901	0	0	0	0
"ENSG00000162494.6_LRRC38"	0	-5.38608825568838	7.46007199343695	5.26697401841499	0	-7.58522729760643	8.67223148742622	0	0	0
"ENSG00000162496.9_DHRS3"	0	0	0	0	0	0	0	0	0	0
"ENSG00000162510.6_MATN1"	0	0	0	0	0	0	0	0	0	0
"ENSG00000162511.8_LAPTM5"	0	0	0	0	0	0	0	0	0	0
"ENSG00000162512.16_SDC3"	0	-0.262328048405289	0	-0.266367731464971	0	0	0	0	0	0
"ENSG00000162517.13_PEF1"	0	0	0	0	0	0	0	0	0	0
"ENSG00000162520.15_SYNC"	0	0.392855985612281	0	0	0	0	0	0	0	0
"ENSG00000162521.19_RBBP4"	0	0	0	0	0	0	0	0	0	0
"ENSG00000162522.11_KIAA1522"	0	0	0	0	0	0	0	0	0	0
"ENSG00000162526.7_TSSK3"	0	0	0	0	0	0	0	0	0	0
"ENSG00000162542.13_TMCO4"	0	0	0	0	0	0	0	0	0	0
"ENSG00000162543.6_UBXN10"	0	0.410012029084309	0	0	0	0.661631949611446	0	0	0	0
"ENSG00000162545.6_CAMK2N1"	0	0.559285364837892	0	0	0	0	0	0	0	0
"ENSG00000162551.14_ALPL"	0	0	0	0	0	0	0	0	0	0
"ENSG00000162552.15_WNT4"	0	0	0	0	0	0	0	0	0	0
"ENSG00000162571.14_TTLL10"	0	1.04542912897741	0	0	0	1.6866588536133	0	0	0	0
"ENSG00000162572.21_SCNN1D"	0	0	0	0	0	0	0	0	0	0
"ENSG00000162576.17_MXRA8"	0	0	0	0	0	0	0	0	0	0
"ENSG00000162585.17_FAAP20"	0	0	0	0	0	0	0	0	0	0
"ENSG00000162591.16_MEGF6"	0	0	0	0	0	0	0	0	0	0
"ENSG00000162592.10_CCDC27"	0	0	0	0	0	0	0	0	0	0
"ENSG00000162594.16_IL23R"	0	0	0	0	0	0	0	0	0	0
"ENSG00000162595.7_DIRAS3"	0	0.820517573607598	0	-0.617866583787966	0	0	0	0	0.938776930253395	0
"ENSG00000162598.13_C1orf87"	0	1.07960772826792	0	0	0	1.91188823551342	0	0	0	0
"ENSG00000162599.17_NFIA"	0	0	0	0	0	0	0	0	0	0
"ENSG00000162600.12_OMA1"	0	0	0	0	0	0	0	0	0	0
"ENSG00000162601.11_MYSM1"	0	0	0	0	0	0	0	0	0	0
"ENSG00000162604.12_TM2D1"	0	0	0	0	0	0	0	0	0	0
"ENSG00000162607.13_USP1"	0	0	0	0	0	0	0	0	0	0
"ENSG00000162613.17_FUBP1"	0	0	0	0	0	0	0	0	0	0
"ENSG00000162614.19_NEXN"	0	0	0	0	0	0	0	0	0	0
"ENSG00000162616.9_DNAJB4"	0	0.367755707420819	0	0	0	0	0	0	0	0
"ENSG00000162618.15_ADGRL4"	0	0	0	0	0	0	0	0	0	0
"ENSG00000162620.16_LRRIQ3"	0	0	0	0	0	0	0	0	0	0
"ENSG00000162621.7_LRRC53"	0	0	0	1.72973214907505	0	0	0	0	0	0
"ENSG00000162623.16_TYW3"	0	0	0	0	0	0	0	0	0	0
"ENSG00000162624.14_LHX8"	0	0	0	1.48089424701139	0	0	0	0	-2.53959636168645	0
"ENSG00000162627.17_SNX7"	0	0	0	0	0	0	0	0	0	0
"ENSG00000162630.6_B3GALT2"	0	-0.667525185777456	0	0	0	-0.993154247279703	0	0	0	0
"ENSG00000162631.19_NTNG1"	0	0.731095934690397	0	0	0	0	0	0	0	0
"ENSG00000162636.16_FAM102B"	0	0	0	0	0	0	0	0	0	0
"ENSG00000162639.16_HENMT1"	0	0	0	0	0	0	0	0	0	0
"ENSG00000162641.20_AKNAD1"	0	0	0	0	0	0	0	0	0	0
"ENSG00000162642.14_C1orf52"	0	0	0	0	0	0	0	0	0	0
"ENSG00000162643.13_DNAI3"	0	0.645575372698104	0	0	0	1.19223305808095	0	0	0	0
