"LUAD_NORMAL_DEEP"	"LUAD_NORMAL_SHALLOW"	"LUAD_SHALLOW_DEEP"	"LUAD_MALE_FEMALE"	"LUAD_MALE_NORMAL_DEEP"	"LUAD_MALE_NORMAL_SHALLOW"	"LUAD_MALE_SHALLOW_DEEP"	"LUAD_FEMALE_NORMAL_DEEP"	"LUAD_FEMALE_NORMAL_SHALLOW"	"LUAD_FEMALE_SHALLOW_DEEP"
"ENSG00000277358.1_AL138693.1"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277363.5_SRCIN1"	0	-0.402916871260823	0	0	0	0	0	0	0	0
"ENSG00000277367.1_NEK2P1"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277368.1_AL138966.2"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277369.1_AC010654.1"	0	0	0	0.427546329187487	0	0	0	0	0	0
"ENSG00000277370.1_SNORD49A"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ENSG00000277371.1_Metazoa_SRP"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277373.1_AL132765.2"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277379.1_MIR6724-3"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ENSG00000277382.1_AC005837.4"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277383.1_AC010331.1"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277385.1_Metazoa_SRP"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277386.1_AL138999.1"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277387.1_MIR8058"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277388.1_MIR8053"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277391.1_MIR6881"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277396.1_Metazoa_SRP"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277397.1_AL606760.4"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277399.5_GPR179"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277402.1_MIR6891"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277406.2_SEC22B4P"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277408.1_Z99129.2"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277410.1_H2BP5"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277411.1_5S_rRNA"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277412.1_BX005040.3"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277413.1_AC009560.2"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277418.1_RNA5SP531"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277422.1_REXO1L6P"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ENSG00000277423.1_AC069234.5"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277425.1_AL121890.4"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277426.1_AC006441.5"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277435.1_AC138649.2"	0	0.496289408335576	0	0	0	0	0	0	0	0
"ENSG00000277436.1_REXO1L5P"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ENSG00000277437.1_FP671120.2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ENSG00000277438.1_KDM5DP1"	0	0	0	0	0	0	0	NA	NA	NA
"ENSG00000277440.1_AC012676.4"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277443.3_MARCKS"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277444.1_AC009951.3"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ENSG00000277446.1_Metazoa_SRP"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ENSG00000277447.1_AP005431.1"	0	0	0	0	0	0	0	0	-0.688384680035291	0
"ENSG00000277448.1_LINC02338"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277449.1_CEBPB-AS1"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277450.1_AC002094.4"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277452.1_RN7SL473P"	0	-0.695471246998097	0	0	0	0	0	0	0	0
"ENSG00000277453.1_AC010271.2"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277455.1_Metazoa_SRP"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277458.1_AC007216.5"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277459.1_AP001527.2"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277460.1_AL031591.2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ENSG00000277462.2_ZNF670"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277463.1_AC080038.2"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277464.1_RN7SL286P"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277465.1_AL137067.1"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277466.1_AP006248.1"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277467.1_RN7SL628P"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277468.1_AL133467.6"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ENSG00000277469.1_AC004080.10"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ENSG00000277473.1_Metazoa_SRP"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277474.1_MIR6894"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277476.1_AC005332.5"	0	-0.504539314868909	0	0	0	-0.547466862661501	0	0	-0.469759864796875	0
"ENSG00000277478.1_MIR6165"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277479.1_AL022345.3"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277481.1_PKD1L3"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277482.1_AC090607.5"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277483.1_RN7SL321P"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277486.1_SAGE3P"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277488.1_5S_rRNA"	0	0	0	0	NA	NA	NA	0	0	0
"ENSG00000277490.1_BX664608.1"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277491.1_AC087392.5"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277492.1_AL627390.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ENSG00000277493.1_AC139769.3"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277494.2_GPIHBP1"	0	1.21666185574401	-2.21790759688306	0	0	0	0	0	1.47427213461329	0
"ENSG00000277496.1_AL357033.4"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277498.1_AC107081.2"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277499.1_AL359854.1"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277500.1_AC026951.1"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277501.1_AC243571.2"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277502.1_AC007383.3"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ENSG00000277504.1_AC010536.3"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277505.1_AC116165.1"	0	0	0	0	0	0	0	NA	NA	NA
"ENSG00000277506.1_RN7SL802P"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277508.1_BSNDP3"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277509.1_AC099669.1"	0	0	0	0	0	0	0	NA	NA	NA
"ENSG00000277510.1_Metazoa_SRP"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277511.1_AC116407.2"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277512.1_SNORD65"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ENSG00000277513.1_AL161637.1"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277514.1_OR52Q1P"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277515.1_RN7SL495P"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277516.1_AL590410.1"	0	0	0	0	NA	NA	NA	0	0	0
"ENSG00000277519.1_OFD1P16Y"	0	0	0	0	0	0	0	NA	NA	NA
"ENSG00000277521.1_MIR8078"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277524.1_AC009014.3"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ENSG00000277526.5_AC245123.1"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277527.2_LINC01796"	0	-1.22939008399494	0	0	0	0	0	0	-1.37133356714845	0
"ENSG00000277529.1_NF1P10"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277531.2_PNMA8C"	0	0.670124372088501	0	0	0	0	0	0	0	0
"ENSG00000277532.1_AC025048.5"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277533.1_MIR8077"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ENSG00000277534.1_AC007996.1"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277535.2_AL772284.1"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277541.1_ZNF630-AS1"	0	-0.90493510491866	0	0	0	0	0	0	0	0
"ENSG00000277542.1_AC091179.4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ENSG00000277543.1_AC026471.5"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277544.1_AC104073.3"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277545.1_AL356752.1"	0	-0.710155085334396	0	0	0	0	0	0	-0.945692223770739	0
"ENSG00000277548.1_AC018926.3"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277549.1_AL359920.1"	0	0	0	0	0	0	0	NA	NA	NA
"ENSG00000277550.1_AL031651.1"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277553.1_AC004080.11"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ENSG00000277556.1_OR13C5"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277558.1_AL109923.1"	0	-1.53478381070089	0	0	0	-1.63445314446968	0	0	-1.42418762815736	0
"ENSG00000277559.1_AC018553.1"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277561.5_GOLGA8IP"	0	0	0	0	0	0	0	0	0.872130216412868	0
"ENSG00000277562.1_AC010320.5"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277563.1_AC063961.1"	0	-1.15993990039066	0	0	0	0	0	0	-1.47651119245684	0
"ENSG00000277565.1_AL109925.4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ENSG00000277566.1_AC089999.2"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277568.1_AC011375.1"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277569.1_MIR6134"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ENSG00000277572.1_AP001347.2"	0	-0.754712659160274	0	0	0	0	0	0	-0.931349210346719	0
"ENSG00000277575.1_AL162233.1"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277576.1_AC110741.3"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277577.1_AL353804.6"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ENSG00000277578.1_Metazoa_SRP"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ENSG00000277579.1_AC244093.3"	0	-1.23406222011373	0	0	0	-1.36170039839264	0	0	0	0
"ENSG00000277581.1_AL023803.3"	0	-0.773207445382402	0	0	0	0	0	0	0	0
"ENSG00000277582.1_RN7SL428P"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ENSG00000277583.1_AC106873.7"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ENSG00000277586.4_NEFL"	0	0	0	1.71819668639425	0	0	0	0	0	0
"ENSG00000277587.1_AC008759.3"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277588.1_MIR6806"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277589.1_AC244093.4"	0	-1.08492893320637	0	0	0	-0.992075439496995	0	0	-1.14046100301785	0
"ENSG00000277590.1_MIR7845"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277591.1_RN7SL575P"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277592.1_Metazoa_SRP"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277595.1_AC007546.1"	0	-0.415365697394626	0	0	0	0	0	0	0	0
"ENSG00000277597.1_AC130343.3"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277598.1_BX088702.1"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277599.1_AP000944.2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ENSG00000277602.1_AC005363.2"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277604.1_Y_RNA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ENSG00000277605.1_Metazoa_SRP"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277608.1_AL365204.3"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277610.1_RNVU1-4"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277611.1_Z98752.3"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ENSG00000277613.1_U6"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277617.1_Metazoa_SRP"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277618.1_AL627230.2"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277619.1_AC008406.3"	0	0	0	0.979162849347017	0	0	0	0	0	0
"ENSG00000277621.1_AC005277.2"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277628.1_Metazoa_SRP"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277631.5_PGM5P3-AS1"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277632.2_CCL3"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277634.1_Y_RNA"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277635.1_Metazoa_SRP"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277636.1_MIR8061"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277637.1_RN7SL469P"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ENSG00000277639.2_AC007906.2"	0	1.04916011515205	0	0	0	1.60790073856001	0	0	0	0
"ENSG00000277640.1_AL445647.2"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277646.1_AL353684.1"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277647.1_AC126755.4"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277651.1_AL391261.2"	0	0	0	0	0	1.21770298876954	0	0	0	0
"ENSG00000277653.1_AL354709.2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ENSG00000277654.6_AC087633.2"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277655.1_AC245407.1"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277661.4_AL662791.2"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277662.1_AL354696.1"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277668.1_Metazoa_SRP"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277670.1_AC098657.3"	0	0	0	0	0	0	0	NA	NA	NA
"ENSG00000277671.1_FP671120.3"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277672.1_AC011603.4"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277673.1_AL590808.1"	0	0	0	0	0	0	0	NA	NA	NA
"ENSG00000277675.1_AC211486.5"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277677.1_Metazoa_SRP"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277678.1_RNU1-153P"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277681.1_MIR6739"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277684.1_AL392048.1"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277687.1_AL139407.1"	0	-0.527155946359195	0	0	0	-0.621846485813262	0	0	0	0
"ENSG00000277688.1_AC243585.2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ENSG00000277689.1_AL109925.5"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ENSG00000277690.2_AC023490.3"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277692.1_AL121583.1"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277693.2_AP003900.1"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277694.1_AC004079.5"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ENSG00000277695.1_AC097478.3"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277698.1_MIR6770-2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ENSG00000277701.5_AC159540.2"	0	0	0	0	0	0	0	0	1.15343328243843	0
"ENSG00000277702.1_AC239859.5"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277704.1_AL445675.2"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277705.1_AC007450.3"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277708.1_PGBD4P2"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277710.2_NBEAP5"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277711.1_AL591222.3"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277713.1_MIR6856"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277715.1_AC079174.2"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277717.1_U6"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ENSG00000277718.1_LINC02255"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277720.1_H3C5P"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277721.1_Metazoa_SRP"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277723.1_MIR6827"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277726.4_AL109811.3"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ENSG00000277728.1_AC097641.2"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277732.1_AC015599.2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ENSG00000277734.8_TRAC"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277737.3_FP325317.1"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277738.1_AC126175.2"	0	-1.52978126660431	0	0	0	0	0	0	0	0
"ENSG00000277739.1_5_8S_rRNA"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277740.1_Metazoa_SRP"	0	-0.835422044186488	0	0	0	0	0	0	0	0
"ENSG00000277741.4_GOLGA6L17P"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277743.1_AP005212.3"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277744.1_AC011462.4"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277745.1_H2AB3"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277746.1_AC108706.1"	0	0	0	0	NA	NA	NA	0	0	0
"ENSG00000277747.1_AC133104.2"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277748.1_AC006262.4"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277749.1_AC023300.2"	0	0.816479531247866	0	0	0	1.46472343838464	0	0	0	0
"ENSG00000277752.1_AL137060.8"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ENSG00000277754.1_U3"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277755.1_AC138649.3"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277757.4_AL358394.3"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277758.5_FO681492.1"	0	0	0	0	0	0	0	0	0.77085834510461	0
"ENSG00000277759.1_MIR6719"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277762.1_RN7SL261P"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277763.1_AL138995.1"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277764.1_AC007040.3"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277766.1_AC004790.1"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277767.1_AL442128.2"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277769.1_RBM22P4"	0	-2.67191578683877	0	0	0	0	0	0	0	0
"ENSG00000277770.1_AC137803.1"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277771.1_Metazoa_SRP"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277774.1_RN7SL763P"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277775.2_H3C7"	0	0	0	1.1938821563609	0	0	0	0	-2.66342436861361	0
"ENSG00000277777.1_Y_RNA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ENSG00000277778.2_PGM5P2"	0	-0.483266555271444	0	0	0	-0.80152380534987	0	0	0	0
"ENSG00000277782.1_AC068870.2"	0	0.286028609539265	0	0	0	0	0	0	0.392554875758094	0
"ENSG00000277784.1_MIR6786"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277785.1_SNORD116-21"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ENSG00000277790.1_AC084781.2"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277791.5_PSMB3"	0	-0.300352581088359	0	0	0	0	0	0	-0.348299541458879	0
"ENSG00000277794.1_Metazoa_SRP"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277795.1_AC244517.3"	0	-0.601164154779214	0	0	0	0	0	0	0	0
"ENSG00000277797.1_AL359693.1"	0	-1.702822780867	0	0	0	0	0	0	0	0
"ENSG00000277801.1_AL138478.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ENSG00000277803.1_AC099842.1"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277806.1_AC006213.4"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277809.1_AC012354.8"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277817.1_MIR6738"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277818.1_Y_RNA"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277825.1_AC020917.3"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277826.1_AL157858.2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ENSG00000277828.1_AL137067.2"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277829.1_AL031651.2"	0	-0.473896907821858	0	0	0	0	0	0	0	0
"ENSG00000277830.1_AL049766.2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ENSG00000277831.1_AL138960.1"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277837.1_AC090340.1"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277840.1_AC026368.1"	0	0	0	0	0	0.964400888938233	0	0	0	0
"ENSG00000277841.1_MIR5701-2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ENSG00000277842.1_MIR6811"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277846.1_SNORD30"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ENSG00000277851.2_LINC02391"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277852.1_AC244255.1"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277855.1_AC097634.3"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277858.2_H2AB2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ENSG00000277859.1_AC009014.4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ENSG00000277862.1_PRAMEF34P"	0	0	0	0	NA	NA	NA	0	0	0
"ENSG00000277863.1_AL162574.1"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277864.1_SCARNA15"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ENSG00000277865.4_GOLGA6L22"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277866.1_AC022106.2"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277867.1_AC138649.4"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277869.1_AL773524.1"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277870.5_FAM230A"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277872.1_MIR6817"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277873.1_AC131159.2"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277876.1_AC108359.1"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277878.1_AC010385.3"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277879.1_AL391988.1"	0	0.274313303407241	0	0	0	0	0	0	0.457707554429965	0
"ENSG00000277880.1_TRBV17"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277881.1_AL645927.1"	0	0	0	0	NA	NA	NA	0	0	0
"ENSG00000277882.1_AL592295.2"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277883.1_NLRP3P1"	0	-0.750857856406964	0	0	0	0	0	0	0	0
"ENSG00000277887.1_SNORA50C"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ENSG00000277888.1_MIR6846"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277889.1_MIR8081"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ENSG00000277892.1_MIR6746"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277893.2_SRD5A2"	0	0.710868379677012	0	0	0	1.86645565247577	0	0	0	0
"ENSG00000277895.1_AC135279.3"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277899.1_MLECP1"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277900.1_Metazoa_SRP"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277901.1_AL390037.1"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277903.1_U2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ENSG00000277904.1_MIR7850"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277907.1_AC024288.1"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277911.1_AC243773.2"	0	-1.32729173491833	0	0	0	0	0	0	-1.70822423866228	0
"ENSG00000277912.1_MIR8089"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277913.1_AL137060.9"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ENSG00000277914.1_DDX6P2"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277916.1_AL357500.2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ENSG00000277918.1_RNVU1-28"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277919.1_MIR8067"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277920.1_AC138969.3"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277922.1_AC004386.5"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ENSG00000277925.1_Telomerase-vert"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ENSG00000277930.1_AC010722.1"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277932.2_OR52E5"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277935.1_AC007527.2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ENSG00000277938.1_AL035252.3"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277941.1_Z99774.4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ENSG00000277942.1_MIR8075"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277945.1_AC107308.1"	0	-1.89878918572385	0	0	0	-2.15589873773507	0	0	0	0
"ENSG00000277946.1_RN7SL478P"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277947.1_SNORD3D"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ENSG00000277948.1_AC007435.1"	0	-0.662324081617558	0	0	0	0	0	0	0	0
"ENSG00000277950.1_Metazoa_SRP"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277952.1_AC092745.3"	0	0	0	0	0	0	0	0	0	0
"ENSG00000277954.1_AC092376.2"	0	0	0	0	0	0	0	0	0	0
